TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.119383	0.007898	0.061088	0.052002	0.003757	0.017565	0.041978	0.003925	0.003829	0.028463	0.006205	0.653906
A	0.043573	0.023944	0.617344	0.061863	0.012844	0.031441	0.024592	0.027425	0.013334	0.029169	0.011293	0.103179
person	0.228763	0.059473	0.066723	0.076640	0.016339	0.081786	0.091064	0.026582	0.028460	0.014504	0.027212	0.282453
is	0.080765	0.035515	0.345390	0.159685	0.014377	0.083098	0.039280	0.019504	0.014940	0.030497	0.007506	0.169443
training	0.136996	0.013752	0.036440	0.015420	0.004322	0.030047	0.049964	0.013407	0.012899	0.007442	0.042934	0.636377
his	0.145730	0.044175	0.123970	0.123901	0.025359	0.061616	0.075836	0.021761	0.013015	0.017481	0.023251	0.323904
horse	0.042441	0.005369	0.004409	0.004460	0.001660	0.001643	0.024431	0.010401	0.007136	0.007346	0.077450	0.813254
for	0.079318	0.044560	0.139535	0.060614	0.016381	0.035463	0.027623	0.013011	0.025128	0.017650	0.015590	0.525127
a	0.081930	0.025518	0.389133	0.091232	0.010222	0.026604	0.030814	0.023552	0.012845	0.019745	0.013124	0.275279
competition	0.150009	0.011236	0.268120	0.021862	0.004325	0.009122	0.043593	0.014403	0.015918	0.028008	0.054295	0.379108
.	0.136508	0.040227	0.153849	0.096338	0.010192	0.030324	0.065119	0.020953	0.020918	0.039464	0.019404	0.366703
[SEP]	0.005181	0.003140	0.000485	0.000713	0.000646	0.001198	0.002216	0.002909	0.005301	0.000603	0.040702	0.936907
