TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.096475	0.187147	0.122878	0.089651	0.035816	0.033067	0.028675	0.033642	0.050365	0.044046	0.094549	0.183691
A	0.005237	0.513598	0.017659	0.034168	0.001615	0.015509	0.001682	0.002392	0.018056	0.002329	0.025530	0.362225
person	0.009817	0.176696	0.032997	0.034833	0.004179	0.020628	0.005728	0.006386	0.031300	0.004301	0.017258	0.655878
is	0.005523	0.145969	0.016432	0.035460	0.003407	0.026236	0.006562	0.005232	0.022576	0.004973	0.029551	0.698079
training	0.010692	0.052870	0.020146	0.038065	0.006505	0.029944	0.014757	0.008658	0.028886	0.006577	0.034433	0.748470
his	0.018818	0.119001	0.031244	0.041401	0.017013	0.076292	0.013064	0.037819	0.095059	0.011858	0.009785	0.528645
horse	0.012543	0.037952	0.016130	0.022747	0.004539	0.025658	0.010584	0.008485	0.015487	0.006801	0.022438	0.816636
for	0.005212	0.044501	0.020947	0.025018	0.012026	0.014635	0.021004	0.065945	0.047400	0.007288	0.032885	0.703140
a	0.006911	0.253385	0.029518	0.069734	0.007535	0.028863	0.008339	0.031655	0.088031	0.005570	0.022229	0.448230
competition	0.018235	0.081731	0.039137	0.054374	0.005398	0.028400	0.013013	0.009439	0.030793	0.015245	0.029416	0.674820
.	0.045672	0.187143	0.037216	0.039922	0.015332	0.045601	0.025557	0.010500	0.015450	0.014785	0.069263	0.493559
[SEP]	0.077262	0.096079	0.091082	0.099665	0.074520	0.064132	0.067461	0.104232	0.085450	0.071920	0.088718	0.079479
