TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.011386	0.034872	0.003345	0.010103	0.013773	0.027627	0.004710	0.030438	0.034390	0.003495	0.358736	0.467126
A	0.068509	0.107957	0.007430	0.015759	0.007413	0.055493	0.001748	0.003263	0.018463	0.000379	0.307870	0.405716
person	0.036507	0.060918	0.003093	0.010313	0.016500	0.051207	0.001637	0.007326	0.006992	0.001156	0.225088	0.579261
is	0.133558	0.049717	0.004391	0.043414	0.028278	0.036506	0.002714	0.013679	0.007030	0.003133	0.161044	0.516536
training	0.057414	0.059800	0.005843	0.027094	0.020293	0.019389	0.007896	0.020237	0.021333	0.003531	0.140921	0.616249
his	0.086794	0.028985	0.005475	0.012180	0.010096	0.084332	0.002222	0.024728	0.049786	0.001439	0.224644	0.469320
horse	0.017949	0.013411	0.003765	0.011564	0.005856	0.031303	0.004886	0.012459	0.042723	0.002893	0.191470	0.661720
for	0.228239	0.006360	0.000731	0.030017	0.007034	0.026525	0.001898	0.170308	0.020402	0.001858	0.155321	0.351309
a	0.106727	0.009642	0.001644	0.007596	0.004966	0.103067	0.002899	0.035051	0.138478	0.004308	0.267436	0.318187
competition	0.044118	0.007726	0.001994	0.009483	0.005918	0.019091	0.006381	0.022146	0.043820	0.007942	0.293803	0.537579
.	0.127555	0.013812	0.003766	0.007570	0.006239	0.013192	0.008845	0.016690	0.021306	0.012009	0.273017	0.496000
[SEP]	0.115727	0.025977	0.011809	0.022016	0.007486	0.019030	0.009744	0.009092	0.018494	0.010218	0.037526	0.712881
