TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.016801	0.009304	0.007309	0.005461	0.004976	0.010334	0.016745	0.004941	0.008699	0.013769	0.062579	0.839082
A	0.012619	0.028414	0.006374	0.010223	0.001014	0.003791	0.001081	0.003973	0.000266	0.000818	0.045453	0.885973
person	0.024903	0.236139	0.034044	0.020194	0.007555	0.041677	0.003044	0.002676	0.000400	0.000945	0.038762	0.589659
is	0.035021	0.064114	0.056023	0.065811	0.008057	0.017424	0.003680	0.000363	0.000205	0.001129	0.036879	0.711294
training	0.007005	0.038708	0.021606	0.620587	0.031659	0.041574	0.002828	0.003408	0.001893	0.001748	0.007209	0.221776
his	0.004924	0.009900	0.011872	0.062334	0.834209	0.030516	0.008319	0.002773	0.000466	0.000282	0.000918	0.033487
horse	0.015238	0.009613	0.006486	0.034482	0.655342	0.091015	0.022478	0.008969	0.004737	0.005251	0.003751	0.142638
for	0.014119	0.002093	0.000850	0.028345	0.056698	0.163964	0.020582	0.086466	0.029575	0.008796	0.012641	0.575871
a	0.010228	0.000318	0.000682	0.002509	0.009290	0.028314	0.033628	0.773283	0.016999	0.025421	0.016039	0.083289
competition	0.021263	0.000504	0.002116	0.001747	0.005350	0.013534	0.042990	0.408002	0.238867	0.065842	0.042258	0.157527
.	0.026076	0.004315	0.002628	0.005739	0.006972	0.018752	0.019976	0.043046	0.074461	0.026647	0.148513	0.622876
[SEP]	0.003878	0.026246	0.000760	0.006248	0.003582	0.008906	0.001149	0.004301	0.005073	0.001214	0.021543	0.917101
