TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.000897	0.071249	0.011919	0.277982	0.037348	0.028355	0.018028	0.155893	0.181735	0.040372	0.097313	0.078909
A	0.037316	0.184653	0.020574	0.057067	0.029065	0.027643	0.019075	0.006455	0.013254	0.005028	0.021855	0.578017
person	0.020433	0.016664	0.074882	0.012375	0.000546	0.009961	0.001328	0.000372	0.001015	0.003917	0.016143	0.842364
is	0.100572	0.007103	0.006546	0.088057	0.021983	0.001483	0.005239	0.003245	0.002382	0.003190	0.010387	0.749814
training	0.024373	0.004699	0.000794	0.005430	0.474527	0.003487	0.052182	0.002678	0.000906	0.001936	0.004232	0.424755
his	0.025524	0.020983	0.003670	0.007187	0.008658	0.026320	0.012557	0.001905	0.003350	0.003145	0.009896	0.876804
horse	0.017975	0.001987	0.001631	0.000892	0.005327	0.003155	0.048460	0.001121	0.000325	0.001700	0.004988	0.912439
for	0.021077	0.001310	0.001214	0.012594	0.009387	0.000417	0.001142	0.108633	0.020343	0.061777	0.005672	0.756434
a	0.068538	0.007183	0.001550	0.007079	0.011501	0.002399	0.002303	0.126818	0.148073	0.051121	0.009302	0.564134
competition	0.035336	0.002553	0.004069	0.003438	0.001784	0.001627	0.001494	0.037046	0.017665	0.062987	0.006555	0.825447
.	0.074648	0.023910	0.007286	0.017891	0.016241	0.002732	0.012585	0.016230	0.006697	0.007132	0.079105	0.735543
[SEP]	0.012694	0.007799	0.002619	0.003261	0.003266	0.002575	0.002711	0.001902	0.002942	0.002981	0.013389	0.943862
