TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.793371	0.026519	0.009261	0.009932	0.015389	0.014972	0.006523	0.017455	0.012882	0.010632	0.025109	0.057954
A	0.980327	0.009046	0.003915	0.002121	0.004044	0.000214	0.000005	0.000006	0.000009	0.000032	0.000005	0.000274
person	0.103263	0.817174	0.015242	0.006081	0.008047	0.047918	0.001474	0.000003	0.000003	0.000691	0.000077	0.000026
is	0.070614	0.001796	0.918254	0.006274	0.001062	0.000558	0.001315	0.000063	0.000000	0.000005	0.000033	0.000028
training	0.097470	0.001161	0.008870	0.875466	0.007753	0.000377	0.001711	0.006230	0.000152	0.000001	0.000166	0.000643
his	0.078992	0.000250	0.000799	0.010880	0.899221	0.004165	0.003003	0.001098	0.001367	0.000173	0.000001	0.000051
horse	0.231872	0.000252	0.000449	0.000839	0.007904	0.745855	0.006216	0.002849	0.000119	0.002709	0.000928	0.000011
for	0.213333	0.000054	0.008608	0.000867	0.001049	0.004591	0.709451	0.038581	0.001831	0.003890	0.015971	0.001772
a	0.024961	0.000000	0.000063	0.001016	0.000298	0.000039	0.002570	0.958567	0.004798	0.000790	0.002677	0.004219
competition	0.291572	0.000036	0.000004	0.000147	0.004872	0.002318	0.001006	0.116360	0.523814	0.022908	0.012710	0.024254
.	0.535398	0.000503	0.000279	0.000001	0.000058	0.001323	0.002996	0.001651	0.005979	0.422628	0.025127	0.004056
[SEP]	0.981762	0.000043	0.000038	0.000006	0.000000	0.000004	0.000058	0.000135	0.000036	0.000191	0.013941	0.003786
