TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.052497	0.008545	0.016614	0.007180	0.010102	0.008129	0.008092	0.006886	0.003977	0.004947	0.017666	0.855365
A	0.031924	0.041768	0.064097	0.127231	0.082549	0.227472	0.052761	0.051000	0.018629	0.005255	0.122347	0.174967
person	0.018321	0.089163	0.013252	0.080953	0.108564	0.249205	0.028638	0.060751	0.041364	0.009481	0.058681	0.241628
is	0.067656	0.026914	0.031017	0.021720	0.093937	0.158674	0.040867	0.156774	0.049268	0.010840	0.242820	0.099512
training	0.050042	0.009106	0.027155	0.033787	0.007777	0.022798	0.052027	0.351021	0.031838	0.155801	0.097763	0.160886
his	0.015886	0.054894	0.035499	0.012061	0.029764	0.009692	0.055940	0.138046	0.437743	0.019136	0.079680	0.111660
horse	0.063093	0.019258	0.026604	0.006483	0.025136	0.014407	0.001878	0.057592	0.128104	0.084687	0.155894	0.416866
for	0.096700	0.008163	0.012023	0.009613	0.021215	0.027405	0.007922	0.105867	0.128843	0.171372	0.322930	0.087948
a	0.039906	0.008197	0.004107	0.003131	0.008492	0.050563	0.031440	0.056601	0.082658	0.074735	0.359124	0.281047
competition	0.047229	0.015833	0.062665	0.002365	0.064061	0.009005	0.065774	0.027108	0.107262	0.006347	0.120327	0.472025
.	0.027652	0.035739	0.021081	0.013052	0.015256	0.013807	0.010737	0.011317	0.021401	0.019690	0.083311	0.726956
[SEP]	0.008785	0.011002	0.002995	0.001790	0.003195	0.003098	0.011331	0.005350	0.007433	0.005598	0.011034	0.928388
