TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.018214	0.008487	0.007806	0.003048	0.000431	0.001132	0.000471	0.002056	0.006133	0.001372	0.098545	0.852306
A	0.013352	0.052392	0.007930	0.005068	0.003593	0.002322	0.001906	0.007871	0.001303	0.003669	0.003293	0.897301
person	0.022359	0.364917	0.043506	0.015245	0.015826	0.007175	0.002783	0.001971	0.002098	0.007273	0.003218	0.513630
is	0.023313	0.043506	0.090992	0.121400	0.018644	0.006946	0.012624	0.008536	0.006268	0.004822	0.014755	0.648193
training	0.010917	0.008193	0.008595	0.362946	0.039173	0.016219	0.004801	0.005259	0.004846	0.001182	0.009093	0.528776
his	0.019873	0.003347	0.002293	0.077610	0.335119	0.011487	0.011653	0.022630	0.001705	0.001428	0.001378	0.511477
horse	0.008982	0.007942	0.001817	0.023835	0.202175	0.367678	0.018570	0.011580	0.006974	0.000938	0.000240	0.349268
for	0.007499	0.002567	0.002536	0.022893	0.000675	0.005277	0.017530	0.084330	0.070966	0.005314	0.005431	0.774982
a	0.001688	0.000625	0.000268	0.005194	0.007491	0.004905	0.002699	0.859970	0.018586	0.003877	0.006487	0.088210
competition	0.005561	0.011789	0.002084	0.009248	0.019183	0.030730	0.004658	0.320148	0.329023	0.017784	0.009296	0.240497
.	0.023015	0.020822	0.003134	0.005767	0.000539	0.001363	0.002714	0.017185	0.068600	0.116234	0.133803	0.606825
[SEP]	0.010305	0.016982	0.006206	0.020123	0.003623	0.004832	0.004777	0.004417	0.011709	0.003835	0.004097	0.909094
