TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.764323	0.045955	0.008293	0.020932	0.008332	0.016150	0.003746	0.018377	0.034725	0.003514	0.037176	0.038477
A	0.952427	0.025205	0.002810	0.014939	0.002425	0.000057	0.000013	0.000253	0.000112	0.000032	0.000160	0.001567
person	0.448361	0.501398	0.003288	0.003241	0.022102	0.020251	0.000082	0.000112	0.000444	0.000200	0.000074	0.000446
is	0.929554	0.037827	0.018333	0.009910	0.000977	0.002045	0.000077	0.000450	0.000019	0.000007	0.000435	0.000365
training	0.834195	0.006536	0.024470	0.054649	0.010890	0.025528	0.032984	0.003159	0.000385	0.000325	0.001470	0.005411
his	0.872596	0.003157	0.001917	0.077396	0.029174	0.006456	0.000348	0.004607	0.002178	0.000044	0.000319	0.001809
horse	0.430760	0.008607	0.001089	0.002501	0.015636	0.511548	0.001044	0.011097	0.015061	0.001140	0.000914	0.000602
for	0.821627	0.006559	0.000111	0.007984	0.012902	0.032913	0.003223	0.054789	0.041489	0.003083	0.009249	0.006072
a	0.620308	0.000025	0.000152	0.003163	0.001002	0.001291	0.000946	0.276771	0.021845	0.001242	0.043455	0.029800
competition	0.318015	0.000187	0.000100	0.000489	0.002874	0.002557	0.003314	0.108592	0.376214	0.003847	0.021567	0.162245
.	0.781491	0.002018	0.000044	0.000095	0.000295	0.000852	0.000307	0.023138	0.099708	0.003633	0.046428	0.041991
[SEP]	0.927801	0.000380	0.000041	0.000034	0.000016	0.000163	0.000187	0.001287	0.003353	0.000817	0.030311	0.035609
