TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.218604	0.085404	0.052953	0.121166	0.053150	0.067307	0.028536	0.064252	0.054010	0.041850	0.082045	0.130724
A	0.239862	0.071706	0.069212	0.171210	0.022133	0.069533	0.015481	0.108491	0.038162	0.026826	0.100283	0.067099
person	0.474156	0.041881	0.028294	0.114491	0.006397	0.128070	0.001765	0.023395	0.024228	0.013073	0.136307	0.007942
is	0.285459	0.070472	0.102175	0.383403	0.011828	0.055392	0.004739	0.007356	0.011309	0.011520	0.041639	0.014709
training	0.438427	0.009921	0.043821	0.046746	0.182950	0.112366	0.039984	0.015304	0.007923	0.025508	0.072396	0.004654
his	0.457193	0.040734	0.070736	0.150603	0.023925	0.055042	0.016153	0.034764	0.025835	0.025289	0.070931	0.028795
horse	0.371860	0.006504	0.001842	0.005764	0.041272	0.116038	0.051307	0.024826	0.020829	0.127782	0.229819	0.002159
for	0.633114	0.020901	0.068922	0.054036	0.035760	0.044220	0.016370	0.007946	0.011176	0.036665	0.049506	0.021385
a	0.280996	0.075693	0.136524	0.104469	0.025194	0.050512	0.023566	0.077686	0.035798	0.029095	0.068766	0.091703
competition	0.386195	0.013375	0.029842	0.049545	0.075902	0.065508	0.063654	0.012759	0.008376	0.135197	0.151228	0.008418
.	0.439453	0.051259	0.037339	0.151538	0.030003	0.063461	0.012588	0.022062	0.030019	0.013917	0.073114	0.075249
[SEP]	0.722183	0.020918	0.010836	0.021569	0.009187	0.049541	0.005324	0.004703	0.026732	0.008617	0.091563	0.028827
