TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.010412	0.171784	0.010325	0.137708	0.020579	0.008439	0.007612	0.009589	0.015883	0.013429	0.242448	0.351792
A	0.013642	0.079423	0.018690	0.095905	0.036301	0.124517	0.009370	0.009675	0.035406	0.012688	0.352939	0.211444
person	0.014407	0.023954	0.014591	0.047695	0.069336	0.379153	0.019767	0.009783	0.024914	0.020137	0.078722	0.297540
is	0.027153	0.077820	0.009501	0.022180	0.007235	0.014581	0.008359	0.010836	0.025095	0.014241	0.183921	0.599078
training	0.036911	0.029859	0.008323	0.016221	0.036022	0.007024	0.040566	0.062962	0.026348	0.036742	0.096386	0.602635
his	0.011528	0.039821	0.018856	0.068314	0.028359	0.047668	0.028291	0.022750	0.047550	0.022945	0.148954	0.514963
horse	0.021156	0.036219	0.008092	0.018900	0.037629	0.035346	0.060437	0.068612	0.029951	0.042723	0.060186	0.580749
for	0.029941	0.070088	0.003354	0.002886	0.001121	0.001441	0.003031	0.019343	0.059197	0.027003	0.143450	0.639148
a	0.021441	0.099934	0.006038	0.005202	0.001560	0.001969	0.002783	0.026293	0.079102	0.033190	0.279355	0.443132
competition	0.024328	0.018495	0.002028	0.003100	0.002717	0.001176	0.004204	0.015447	0.007256	0.018583	0.014306	0.888362
.	0.021919	0.036655	0.004627	0.018580	0.006999	0.002371	0.002838	0.002992	0.005442	0.004911	0.019542	0.873125
[SEP]	0.045511	0.023071	0.009150	0.020351	0.009308	0.012109	0.014739	0.008732	0.010779	0.013292	0.008005	0.824955
