TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.025082	0.003521	0.004633	0.001366	0.000271	0.000743	0.000656	0.000146	0.000875	0.001117	0.016853	0.944736
A	0.013807	0.014185	0.005273	0.002484	0.002045	0.001920	0.001453	0.000257	0.000872	0.000794	0.022277	0.934634
person	0.002447	0.001205	0.001362	0.001786	0.000281	0.000259	0.000764	0.000055	0.000169	0.000203	0.001659	0.989811
is	0.005469	0.034440	0.001795	0.009667	0.006372	0.002232	0.000376	0.000267	0.000670	0.000334	0.008989	0.929390
training	0.005114	0.004392	0.000964	0.008723	0.008176	0.000961	0.001496	0.000712	0.001682	0.000334	0.005569	0.961875
his	0.003148	0.000910	0.000823	0.000463	0.000439	0.003289	0.002533	0.000043	0.000535	0.000157	0.004758	0.982903
horse	0.000396	0.000317	0.000932	0.000785	0.000538	0.001157	0.003513	0.000041	0.000593	0.000128	0.000979	0.990622
for	0.007203	0.001224	0.000430	0.001040	0.032319	0.026498	0.014109	0.021879	0.026294	0.003155	0.005206	0.860644
a	0.003610	0.001187	0.000804	0.000372	0.000931	0.011973	0.004622	0.002321	0.020406	0.003556	0.012394	0.937823
competition	0.002015	0.000226	0.000724	0.000613	0.000509	0.000798	0.002604	0.000810	0.010832	0.012240	0.005741	0.962888
.	0.050640	0.003406	0.001178	0.001374	0.000651	0.001109	0.003247	0.001836	0.019658	0.040914	0.377158	0.498828
[SEP]	0.016720	0.005928	0.004294	0.007808	0.007054	0.003963	0.005650	0.002596	0.009193	0.003454	0.042642	0.890699
