TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.011879	0.087252	0.101303	0.090981	0.028793	0.056158	0.044278	0.010657	0.048230	0.128863	0.059405	0.332202
A	0.001400	0.159614	0.011691	0.074139	0.014603	0.049535	0.010498	0.006130	0.034755	0.014456	0.005730	0.617451
person	0.001870	0.005406	0.520157	0.032186	0.011669	0.007766	0.058315	0.003899	0.002758	0.087883	0.002045	0.266046
is	0.002257	0.020762	0.022829	0.623335	0.045275	0.008226	0.011477	0.011633	0.010520	0.017991	0.005219	0.220475
training	0.002254	0.001598	0.003698	0.015756	0.880021	0.003909	0.012265	0.002428	0.002217	0.033152	0.000952	0.041751
his	0.004613	0.028635	0.008162	0.048116	0.062190	0.534859	0.008516	0.003126	0.031855	0.015390	0.005966	0.248570
horse	0.002998	0.001545	0.031473	0.003968	0.041116	0.007223	0.659862	0.006784	0.002213	0.060381	0.000783	0.181654
for	0.006180	0.005353	0.002059	0.037358	0.008214	0.004160	0.013921	0.814598	0.029394	0.005621	0.005037	0.068105
a	0.008559	0.034633	0.008677	0.090509	0.057546	0.084208	0.023344	0.052437	0.323367	0.048351	0.010599	0.257767
competition	0.000974	0.001101	0.025305	0.003559	0.015304	0.002890	0.039180	0.001087	0.001817	0.710699	0.000684	0.197400
.	0.011509	0.028786	0.027774	0.067215	0.022769	0.009921	0.020533	0.014047	0.014851	0.039439	0.125836	0.617320
[SEP]	0.033288	0.057400	0.102456	0.065392	0.076850	0.062779	0.118803	0.066131	0.059004	0.101347	0.048902	0.207647
