TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.088661	0.011461	0.018484	0.054591	0.017513	0.011033	0.034175	0.020471	0.012308	0.022534	0.031467	0.677303
A	0.046210	0.067502	0.035986	0.161571	0.028176	0.281218	0.013438	0.051121	0.145127	0.008183	0.077823	0.083645
person	0.103178	0.119061	0.012723	0.059638	0.057381	0.339369	0.028764	0.028112	0.046116	0.006772	0.087662	0.111225
is	0.029666	0.088509	0.059395	0.099486	0.033092	0.230734	0.013548	0.062961	0.080770	0.037418	0.049706	0.214714
training	0.028869	0.026346	0.018854	0.007007	0.175754	0.065727	0.054856	0.128076	0.022785	0.162430	0.016497	0.292799
his	0.063239	0.177310	0.100358	0.180704	0.069972	0.081729	0.022642	0.045858	0.058578	0.021488	0.064350	0.113771
horse	0.030403	0.034599	0.052699	0.029449	0.060074	0.025156	0.072256	0.020016	0.016231	0.111713	0.028931	0.518472
for	0.008139	0.053128	0.020421	0.053101	0.174536	0.019655	0.088725	0.022321	0.032695	0.217274	0.012921	0.297083
a	0.026586	0.085380	0.048037	0.175391	0.149246	0.069329	0.026795	0.033514	0.084141	0.048920	0.039865	0.212794
competition	0.026415	0.041725	0.024580	0.039872	0.338168	0.019880	0.094890	0.046061	0.062695	0.096529	0.031337	0.177848
.	0.067941	0.090834	0.012896	0.070617	0.010220	0.029046	0.015525	0.025249	0.026215	0.016026	0.050998	0.584432
[SEP]	0.008456	0.002520	0.002964	0.001408	0.000655	0.002934	0.002906	0.000484	0.001040	0.000869	0.001380	0.974384
