TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.045150	0.043350	0.012498	0.046287	0.006151	0.023126	0.006518	0.011461	0.050615	0.025701	0.023363	0.705781
A	0.005882	0.122470	0.056137	0.065655	0.011671	0.031498	0.012404	0.027691	0.024514	0.043494	0.045565	0.553020
person	0.007543	0.074525	0.019081	0.029721	0.008663	0.011103	0.003961	0.005383	0.002795	0.006398	0.015440	0.815387
is	0.015839	0.114485	0.057140	0.116477	0.033748	0.008225	0.003029	0.011928	0.004188	0.021652	0.046908	0.566381
training	0.011162	0.048164	0.029556	0.067845	0.060053	0.026915	0.006269	0.006437	0.002134	0.009174	0.024388	0.707902
his	0.011953	0.301701	0.299185	0.052297	0.031264	0.047391	0.019706	0.002900	0.003313	0.008745	0.015550	0.205997
horse	0.005421	0.067676	0.009455	0.005912	0.002874	0.005236	0.001746	0.000511	0.000802	0.001618	0.007744	0.891005
for	0.039600	0.035597	0.019628	0.031191	0.182749	0.134277	0.035571	0.027597	0.005886	0.006786	0.019611	0.461508
a	0.024366	0.222518	0.071414	0.076077	0.108046	0.131976	0.022395	0.025471	0.020732	0.031268	0.014100	0.251637
competition	0.012421	0.050166	0.020263	0.019073	0.020475	0.034614	0.012425	0.005500	0.004420	0.006785	0.012351	0.801508
.	0.024150	0.298276	0.072781	0.171458	0.033361	0.067277	0.017065	0.034050	0.033438	0.030083	0.044043	0.174018
[SEP]	0.001943	0.002691	0.001029	0.002616	0.000379	0.000524	0.000163	0.000372	0.000252	0.000442	0.001560	0.988030
