TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.078678	0.057725	0.015489	0.052119	0.024630	0.038546	0.009767	0.023191	0.038679	0.012675	0.066307	0.582194
A	0.070135	0.092441	0.036458	0.176416	0.025308	0.247001	0.002707	0.044722	0.044181	0.009640	0.220425	0.030568
person	0.090729	0.025167	0.048578	0.134550	0.077645	0.335351	0.016355	0.037640	0.010355	0.006411	0.065780	0.151440
is	0.126472	0.028462	0.011481	0.030583	0.040896	0.102380	0.007058	0.077986	0.057125	0.017252	0.286783	0.213523
training	0.026388	0.011620	0.002006	0.019465	0.024280	0.013491	0.002462	0.091512	0.016427	0.031799	0.047134	0.713416
his	0.035747	0.008164	0.003459	0.023556	0.045324	0.027526	0.014454	0.111537	0.015333	0.026204	0.110204	0.578492
horse	0.028391	0.006763	0.005194	0.012686	0.021595	0.015496	0.008078	0.015324	0.004150	0.010051	0.020442	0.851830
for	0.022056	0.013103	0.001003	0.005030	0.004572	0.002397	0.000397	0.032779	0.014174	0.013391	0.029979	0.861116
a	0.047657	0.116545	0.005400	0.012331	0.003754	0.011141	0.000581	0.005579	0.028760	0.019189	0.042484	0.706578
competition	0.020382	0.010004	0.000432	0.002509	0.000632	0.001150	0.000416	0.001471	0.007034	0.008120	0.006987	0.940864
.	0.135178	0.108002	0.018852	0.160054	0.029475	0.028479	0.006855	0.023204	0.020499	0.006731	0.107537	0.355136
[SEP]	0.016759	0.003140	0.001349	0.002014	0.000817	0.000861	0.004381	0.001552	0.001139	0.002978	0.005697	0.959314
