TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.296798	0.033071	0.029346	0.019081	0.043931	0.016944	0.047682	0.007269	0.018267	0.018573	0.075300	0.393738
A	0.034518	0.192265	0.037227	0.061291	0.035555	0.084037	0.057849	0.043177	0.225205	0.060101	0.056030	0.112746
person	0.051677	0.047643	0.007448	0.019634	0.120808	0.149535	0.306510	0.024463	0.037506	0.073887	0.073519	0.087370
is	0.065195	0.098913	0.063864	0.056706	0.210676	0.053238	0.050785	0.064876	0.034093	0.063262	0.053454	0.184939
training	0.066503	0.092846	0.125605	0.112779	0.014141	0.023390	0.085919	0.042211	0.050489	0.087560	0.093589	0.204968
his	0.072420	0.122904	0.317346	0.070400	0.033398	0.020892	0.015836	0.028867	0.039211	0.044233	0.095464	0.139029
horse	0.098862	0.089466	0.309374	0.060080	0.011777	0.019630	0.001847	0.037626	0.033237	0.093191	0.064400	0.180508
for	0.028350	0.050011	0.030387	0.049677	0.244037	0.022141	0.038966	0.031548	0.031983	0.147023	0.057192	0.268686
a	0.045633	0.083898	0.022546	0.038893	0.060305	0.049009	0.058350	0.049535	0.066611	0.126670	0.044521	0.354029
competition	0.086654	0.046171	0.058866	0.019194	0.029313	0.029066	0.140862	0.058053	0.071537	0.002598	0.168389	0.289297
.	0.082386	0.091155	0.051401	0.064823	0.036307	0.049913	0.043338	0.029183	0.062075	0.041486	0.134289	0.313642
[SEP]	0.033121	0.010964	0.012289	0.009405	0.009726	0.011471	0.015627	0.012557	0.008900	0.017751	0.027999	0.830190
