TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.160750	0.031282	0.129130	0.112245	0.019568	0.060471	0.344984	0.010769	0.012822	0.040319	0.060592	0.017067
A	0.275373	0.238881	0.076204	0.057683	0.023531	0.041175	0.024700	0.010328	0.054044	0.018779	0.144070	0.035232
person	0.233434	0.351549	0.028040	0.025881	0.045169	0.028975	0.119202	0.005721	0.050437	0.015115	0.053892	0.042584
is	0.110162	0.180052	0.127064	0.025053	0.100337	0.107358	0.141536	0.044057	0.039063	0.043098	0.060650	0.021571
training	0.354895	0.052695	0.085856	0.011819	0.012272	0.029756	0.051409	0.163064	0.021069	0.017322	0.046311	0.153532
his	0.159163	0.253896	0.109912	0.159037	0.023782	0.039781	0.065934	0.013283	0.048587	0.042778	0.056012	0.027836
horse	0.274304	0.149423	0.007856	0.049185	0.013405	0.178023	0.006557	0.021346	0.048111	0.008052	0.059062	0.184675
for	0.286522	0.070497	0.053101	0.033387	0.013913	0.073802	0.030360	0.100535	0.050071	0.019900	0.115721	0.152193
a	0.248972	0.244595	0.031928	0.034898	0.015087	0.036240	0.017280	0.027121	0.115961	0.028697	0.123931	0.075290
competition	0.168335	0.213316	0.028056	0.022977	0.016938	0.004294	0.034028	0.047721	0.373883	0.002184	0.052057	0.036210
.	0.148677	0.119441	0.080558	0.079263	0.028132	0.037121	0.147669	0.040099	0.063691	0.092568	0.122643	0.040139
[SEP]	0.180264	0.003235	0.005508	0.002412	0.001358	0.006497	0.007790	0.005229	0.003133	0.002579	0.018623	0.763372
