TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.015174	0.006342	0.004809	0.006260	0.002607	0.004398	0.008281	0.001723	0.002350	0.002414	0.007212	0.938432
A	0.003742	0.019911	0.004669	0.017341	0.004138	0.005779	0.002316	0.005897	0.004122	0.002820	0.018567	0.910698
person	0.002840	0.029861	0.006878	0.016875	0.005675	0.003201	0.000917	0.000690	0.000381	0.001215	0.008791	0.922677
is	0.007609	0.280506	0.023332	0.038827	0.031242	0.007658	0.001349	0.000517	0.001164	0.002514	0.017712	0.587569
training	0.015629	0.122634	0.019218	0.169561	0.029424	0.008612	0.014258	0.008679	0.004335	0.014245	0.026518	0.566885
his	0.014525	0.111906	0.070977	0.170648	0.025287	0.074799	0.085708	0.012674	0.005366	0.006084	0.015119	0.406907
horse	0.015430	0.040841	0.020288	0.071038	0.027737	0.044268	0.010253	0.006608	0.001696	0.002538	0.015025	0.744278
for	0.023104	0.105163	0.018011	0.147541	0.100820	0.189444	0.035540	0.019760	0.012820	0.023258	0.036071	0.288468
a	0.026456	0.203418	0.041673	0.308581	0.044636	0.063004	0.014000	0.014733	0.008513	0.021140	0.058003	0.195844
competition	0.015227	0.019955	0.006943	0.105017	0.024166	0.016399	0.025821	0.099003	0.036696	0.036522	0.061940	0.552312
.	0.010900	0.046977	0.018065	0.128058	0.018385	0.015595	0.017890	0.029905	0.045916	0.025616	0.050868	0.591825
[SEP]	0.007234	0.004868	0.001826	0.011657	0.001609	0.000914	0.001600	0.002749	0.004212	0.002085	0.006907	0.954339
