TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.827002	0.014340	0.011764	0.018960	0.013664	0.009812	0.007758	0.021867	0.013538	0.007888	0.029028	0.024380
A	0.954717	0.020974	0.005814	0.004378	0.001111	0.000275	0.000428	0.001271	0.000850	0.000181	0.004399	0.005601
person	0.769504	0.130709	0.016276	0.052093	0.016437	0.005336	0.000624	0.003411	0.001432	0.001252	0.001646	0.001281
is	0.468485	0.404902	0.052639	0.037382	0.019480	0.012723	0.000805	0.000449	0.000483	0.000257	0.001274	0.001120
training	0.492176	0.190750	0.135935	0.067367	0.053539	0.030650	0.004917	0.015127	0.000899	0.001248	0.005386	0.002007
his	0.149589	0.095832	0.291118	0.349311	0.029127	0.053611	0.022378	0.004859	0.001049	0.000200	0.001422	0.001503
horse	0.359346	0.065093	0.031550	0.255136	0.144246	0.077911	0.008539	0.044624	0.006560	0.002214	0.002313	0.002469
for	0.083528	0.106491	0.022182	0.117256	0.322587	0.174021	0.043679	0.080383	0.026801	0.013143	0.007116	0.002813
a	0.167105	0.057978	0.042553	0.049703	0.057656	0.116161	0.248523	0.150205	0.062300	0.019850	0.019806	0.008160
competition	0.033792	0.005321	0.008025	0.045641	0.021505	0.039878	0.021804	0.748849	0.033779	0.009794	0.025422	0.006191
.	0.180030	0.009631	0.005165	0.023441	0.035971	0.029900	0.045679	0.198507	0.298892	0.063249	0.059108	0.050427
[SEP]	0.949336	0.001035	0.000642	0.000517	0.001482	0.001812	0.000802	0.010093	0.005719	0.006684	0.011835	0.010043
