TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.017620	0.008416	0.021130	0.003733	0.007250	0.015850	0.006672	0.010204	0.006394	0.015051	0.018712	0.868970
A	0.004142	0.021409	0.598776	0.063987	0.015307	0.043404	0.017214	0.061445	0.010737	0.046595	0.014998	0.101986
person	0.026999	0.101749	0.015476	0.026695	0.038616	0.067479	0.031022	0.021966	0.063049	0.077989	0.050324	0.478636
is	0.033841	0.073486	0.113759	0.061225	0.201498	0.078630	0.056411	0.083863	0.037248	0.033981	0.043967	0.182090
training	0.005839	0.002954	0.006703	0.005795	0.005534	0.006821	0.852226	0.011859	0.014441	0.002603	0.012754	0.072470
his	0.002739	0.025034	0.516513	0.030819	0.018448	0.020514	0.189080	0.018381	0.015809	0.006578	0.016160	0.139927
horse	0.006359	0.004105	0.001881	0.004322	0.022821	0.011830	0.109670	0.003440	0.004764	0.074084	0.033271	0.723453
for	0.022912	0.004522	0.022207	0.009538	0.025151	0.020622	0.050210	0.015685	0.059835	0.624140	0.046976	0.098201
a	0.005640	0.002095	0.029376	0.009085	0.008402	0.012794	0.020034	0.023602	0.015853	0.792830	0.022205	0.058085
competition	0.022939	0.010272	0.009244	0.007726	0.041112	0.020911	0.094456	0.021867	0.035376	0.056256	0.053256	0.626587
.	0.017155	0.103759	0.100123	0.084464	0.050819	0.081074	0.014033	0.032702	0.109606	0.053588	0.028204	0.324471
[SEP]	0.003362	0.005442	0.012561	0.005677	0.006547	0.007013	0.034943	0.005138	0.006842	0.006324	0.006209	0.899941
