TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.371781	0.012493	0.016663	0.021079	0.016768	0.023928	0.024069	0.008607	0.012910	0.013676	0.052001	0.426026
A	0.113046	0.100071	0.073447	0.187718	0.028906	0.260474	0.005350	0.027556	0.065128	0.020481	0.038528	0.079295
person	0.175309	0.156506	0.007027	0.275714	0.101953	0.059555	0.051556	0.025386	0.042796	0.018103	0.033750	0.052343
is	0.293531	0.034527	0.114986	0.119845	0.025432	0.074212	0.012383	0.035934	0.036054	0.021819	0.033837	0.197440
training	0.260967	0.026781	0.127650	0.049413	0.006152	0.093282	0.070063	0.090540	0.066373	0.028707	0.041115	0.138958
his	0.236357	0.065099	0.074985	0.055794	0.044018	0.168526	0.014706	0.024558	0.031540	0.019358	0.017597	0.247461
horse	0.215379	0.052569	0.193812	0.089346	0.014332	0.051241	0.017957	0.058309	0.065518	0.118481	0.041824	0.081232
for	0.151829	0.049760	0.014457	0.145519	0.123954	0.199381	0.025573	0.036228	0.072400	0.034522	0.027065	0.119313
a	0.143879	0.066653	0.039157	0.098163	0.039231	0.181205	0.021413	0.065021	0.096585	0.115826	0.033687	0.099181
competition	0.113665	0.032263	0.078765	0.096348	0.069415	0.164479	0.123738	0.036681	0.104535	0.011504	0.045726	0.122880
.	0.221608	0.022461	0.020017	0.101845	0.036658	0.090716	0.023075	0.026166	0.039535	0.051752	0.167607	0.198561
[SEP]	0.365474	0.012508	0.006295	0.004956	0.003627	0.006162	0.009515	0.004858	0.008891	0.007065	0.034283	0.536367
