TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.028675	0.056796	0.035835	0.045745	0.050058	0.053098	0.236173	0.016231	0.036947	0.132446	0.035980	0.272018
A	0.044871	0.022761	0.028214	0.015848	0.044693	0.027578	0.229527	0.010819	0.019854	0.088331	0.020784	0.446721
person	0.050728	0.028598	0.016610	0.018033	0.015272	0.019361	0.024841	0.011423	0.017325	0.009030	0.028852	0.759928
is	0.108084	0.048990	0.020190	0.022340	0.056814	0.041786	0.089338	0.012808	0.032763	0.027883	0.039164	0.499840
training	0.125024	0.061584	0.018918	0.047697	0.052293	0.043843	0.061757	0.010546	0.050880	0.030626	0.036673	0.460159
his	0.061511	0.029788	0.023187	0.028910	0.030801	0.036918	0.051285	0.009707	0.018446	0.029059	0.020615	0.659775
horse	0.053132	0.068659	0.021848	0.071245	0.040027	0.073406	0.066892	0.016081	0.043173	0.021189	0.045522	0.478825
for	0.067811	0.044922	0.028070	0.021098	0.024138	0.020501	0.019204	0.025657	0.036500	0.019867	0.029385	0.662847
a	0.072519	0.025266	0.020182	0.022600	0.023017	0.023182	0.040199	0.013419	0.025090	0.022617	0.019317	0.692593
competition	0.070235	0.044881	0.025003	0.043729	0.021765	0.023463	0.029940	0.012807	0.028816	0.016452	0.015906	0.667001
.	0.186057	0.067254	0.044743	0.058123	0.039619	0.017935	0.064646	0.027926	0.042909	0.052309	0.023991	0.374489
[SEP]	0.098240	0.079826	0.093120	0.086378	0.071750	0.084170	0.091246	0.091433	0.081614	0.093190	0.081240	0.047795
