TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.192997	0.029084	0.036223	0.019305	0.042078	0.024436	0.038904	0.010716	0.014014	0.095448	0.016294	0.480502
A	0.016341	0.067326	0.347769	0.102952	0.034318	0.055628	0.036833	0.050151	0.064616	0.092156	0.052685	0.079225
person	0.009832	0.074893	0.089349	0.053380	0.097412	0.042430	0.096636	0.019191	0.053953	0.190822	0.048678	0.223424
is	0.006396	0.037792	0.141970	0.078167	0.012973	0.028677	0.011677	0.032225	0.038250	0.031262	0.040853	0.539759
training	0.009096	0.022677	0.052219	0.021927	0.014973	0.018582	0.069604	0.011396	0.018417	0.040186	0.066316	0.654606
his	0.010515	0.053859	0.245379	0.066242	0.041249	0.029046	0.109265	0.046288	0.053620	0.076905	0.046366	0.221266
horse	0.019531	0.070837	0.091951	0.025140	0.103522	0.058518	0.076550	0.014695	0.040972	0.221174	0.058122	0.218987
for	0.004635	0.034655	0.056557	0.021643	0.005857	0.035619	0.011936	0.008991	0.031276	0.018319	0.037595	0.732917
a	0.013521	0.047135	0.207532	0.043796	0.024850	0.035360	0.032998	0.028955	0.022229	0.067358	0.043372	0.432893
competition	0.012199	0.033208	0.134531	0.038059	0.055616	0.025260	0.247188	0.016683	0.027934	0.105346	0.101042	0.202935
.	0.007452	0.044162	0.270355	0.118023	0.028947	0.039273	0.040751	0.049022	0.037340	0.109651	0.049366	0.205659
[SEP]	0.006729	0.001279	0.001448	0.001560	0.000918	0.001463	0.001366	0.001859	0.000970	0.001640	0.013570	0.967197
