TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.073822	0.004966	0.027957	0.076333	0.014450	0.010917	0.022171	0.006549	0.005632	0.008209	0.047791	0.701203
A	0.046262	0.018055	0.057595	0.020662	0.012340	0.012164	0.013475	0.011101	0.013332	0.005283	0.200633	0.589098
person	0.161827	0.029271	0.051989	0.007693	0.056021	0.065935	0.021109	0.014824	0.022394	0.011793	0.131850	0.425294
is	0.239233	0.038149	0.030596	0.077012	0.064514	0.039028	0.037936	0.021027	0.014046	0.020297	0.118817	0.299347
training	0.134285	0.030410	0.036300	0.017106	0.078720	0.032218	0.039670	0.010739	0.018270	0.071898	0.136578	0.393807
his	0.298196	0.151686	0.087329	0.009611	0.011610	0.130749	0.012838	0.010642	0.055205	0.003177	0.081050	0.147907
horse	0.212157	0.021344	0.010117	0.001213	0.386372	0.032788	0.187819	0.005149	0.008489	0.016966	0.027364	0.090222
for	0.049958	0.004621	0.002574	0.000969	0.001649	0.002907	0.003363	0.001185	0.005168	0.004955	0.108308	0.814342
a	0.073036	0.009119	0.026149	0.003732	0.008848	0.002745	0.011422	0.004576	0.007943	0.005460	0.083064	0.763906
competition	0.152800	0.011167	0.007784	0.002862	0.014880	0.003124	0.014964	0.005901	0.009896	0.043022	0.064735	0.668864
.	0.061941	0.009300	0.009698	0.003484	0.010955	0.013395	0.029590	0.004589	0.011180	0.004428	0.196967	0.644475
[SEP]	0.011373	0.003630	0.006791	0.004553	0.003392	0.004079	0.014373	0.004481	0.004706	0.008115	0.028949	0.905557
