TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.016449	0.162102	0.142363	0.140799	0.134327	0.062350	0.077544	0.024162	0.050845	0.079518	0.072150	0.037391
A	0.054287	0.219213	0.051895	0.113662	0.063069	0.127647	0.016317	0.018688	0.090897	0.048242	0.079514	0.116569
person	0.041461	0.050143	0.030211	0.079980	0.060729	0.095839	0.021145	0.036169	0.072032	0.074339	0.059142	0.378810
is	0.042961	0.124097	0.055348	0.170576	0.064726	0.046455	0.016771	0.051489	0.094208	0.028992	0.053357	0.251021
training	0.018274	0.029097	0.009983	0.018334	0.102097	0.054346	0.047726	0.122029	0.124174	0.081216	0.028631	0.364093
his	0.015050	0.115499	0.030490	0.031598	0.036822	0.088021	0.012430	0.027307	0.079584	0.042839	0.032511	0.487847
horse	0.013233	0.049010	0.010921	0.013471	0.085645	0.034732	0.193146	0.028549	0.044054	0.093930	0.012264	0.421045
for	0.011162	0.007112	0.007720	0.009079	0.090978	0.033664	0.028338	0.037592	0.035495	0.080107	0.018845	0.639908
a	0.031649	0.069683	0.027123	0.053814	0.117706	0.032090	0.019236	0.114857	0.239702	0.107454	0.080192	0.106495
competition	0.006389	0.027356	0.009216	0.006074	0.031397	0.020853	0.024976	0.052239	0.074159	0.093773	0.027069	0.626499
.	0.021416	0.237315	0.091846	0.176568	0.026453	0.040247	0.014348	0.015262	0.059884	0.032869	0.077154	0.206638
[SEP]	0.010128	0.011756	0.013194	0.016376	0.022397	0.012657	0.012619	0.022081	0.017110	0.019004	0.024653	0.818025
