TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.054515	0.077068	0.033770	0.017898	0.020466	0.005831	0.031945	0.004336	0.007423	0.036592	0.022494	0.687663
A	0.017982	0.042755	0.083192	0.070821	0.039818	0.156635	0.030208	0.002982	0.002196	0.019093	0.021437	0.512879
person	0.013204	0.047814	0.051681	0.069858	0.052122	0.302340	0.003605	0.003439	0.003873	0.003864	0.015357	0.432842
is	0.004820	0.095896	0.202966	0.014746	0.037097	0.101900	0.058379	0.000765	0.001345	0.006524	0.005669	0.469892
training	0.005079	0.027212	0.019394	0.011150	0.050149	0.017261	0.348854	0.008542	0.003037	0.011858	0.012239	0.485226
his	0.003128	0.040264	0.018464	0.021407	0.042093	0.012946	0.014459	0.003360	0.002008	0.001892	0.005751	0.834229
horse	0.003382	0.011643	0.003199	0.011227	0.069370	0.038279	0.060295	0.181295	0.017174	0.009420	0.021605	0.573111
for	0.001112	0.007162	0.005745	0.000708	0.001446	0.002038	0.025568	0.003042	0.004754	0.003419	0.002525	0.942479
a	0.004793	0.013835	0.022112	0.001975	0.002170	0.006675	0.076884	0.008474	0.012448	0.066339	0.005531	0.778763
competition	0.002028	0.004267	0.001755	0.001163	0.004424	0.002665	0.006629	0.033436	0.050108	0.023504	0.006467	0.863554
.	0.008688	0.042008	0.021205	0.008309	0.010223	0.015339	0.040562	0.007938	0.010231	0.019805	0.014659	0.801033
[SEP]	0.033667	0.025126	0.008505	0.025305	0.022997	0.039544	0.006306	0.013127	0.024966	0.009933	0.045206	0.745318
