TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.012310	0.108807	0.078487	0.044715	0.061668	0.047990	0.092331	0.035557	0.063691	0.147404	0.123668	0.183372
A	0.071533	0.077527	0.013622	0.012636	0.002332	0.027102	0.002390	0.002292	0.003679	0.001229	0.033669	0.751990
person	0.070301	0.032186	0.006682	0.058986	0.008317	0.024737	0.017265	0.011138	0.004923	0.003414	0.030958	0.731093
is	0.035001	0.011953	0.007994	0.021292	0.011181	0.005519	0.005580	0.009991	0.004565	0.005783	0.018038	0.863104
training	0.045344	0.006831	0.003346	0.015505	0.026144	0.030822	0.008325	0.045201	0.010267	0.001580	0.032680	0.773956
his	0.047423	0.031534	0.013374	0.014941	0.013473	0.059970	0.017309	0.066603	0.028945	0.004055	0.027720	0.674653
horse	0.067611	0.007062	0.002263	0.007738	0.007873	0.016577	0.027917	0.008060	0.008935	0.002334	0.031675	0.811956
for	0.018165	0.003551	0.004104	0.006936	0.020744	0.022648	0.015677	0.273933	0.019751	0.017854	0.020863	0.575773
a	0.053477	0.009166	0.004951	0.005894	0.009516	0.032471	0.013067	0.047286	0.046765	0.033432	0.050735	0.693240
competition	0.014252	0.005350	0.001847	0.003447	0.009291	0.007827	0.025707	0.019570	0.014789	0.028922	0.039943	0.829055
.	0.074109	0.013048	0.002936	0.008787	0.009572	0.010356	0.014633	0.032731	0.011017	0.010846	0.102117	0.709848
[SEP]	0.019963	0.006997	0.002675	0.003759	0.007717	0.004248	0.005056	0.004672	0.004240	0.005352	0.006525	0.928796
