TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.044073	0.042023	0.013968	0.012233	0.005646	0.006395	0.002469	0.024987	0.087941	0.036235	0.037657	0.686374
A	0.047025	0.127814	0.084754	0.096616	0.026614	0.105640	0.020331	0.026714	0.150076	0.053377	0.096857	0.164181
person	0.057205	0.038241	0.060795	0.075095	0.059814	0.166648	0.033345	0.047712	0.113249	0.116003	0.036099	0.195794
is	0.053774	0.057633	0.045433	0.097220	0.034830	0.064652	0.010825	0.052754	0.190891	0.064918	0.077258	0.249810
training	0.214177	0.015673	0.015791	0.035595	0.039346	0.014929	0.004647	0.111353	0.088026	0.088263	0.042813	0.329388
his	0.115728	0.018359	0.045576	0.074942	0.057162	0.035136	0.015459	0.079299	0.122762	0.062531	0.042428	0.330617
horse	0.175639	0.019262	0.026154	0.014698	0.042798	0.011192	0.016896	0.157798	0.039534	0.060970	0.039230	0.395829
for	0.118755	0.015903	0.012327	0.027946	0.028085	0.003317	0.006141	0.038428	0.067755	0.034314	0.056549	0.590479
a	0.152614	0.059219	0.042492	0.062800	0.014711	0.004990	0.003707	0.022058	0.146417	0.038001	0.105758	0.347233
competition	0.147696	0.028582	0.026688	0.024366	0.011574	0.002462	0.004480	0.018214	0.044898	0.029742	0.065579	0.595719
.	0.063834	0.066411	0.023403	0.065611	0.012774	0.004884	0.002955	0.008637	0.029924	0.021256	0.035823	0.664487
[SEP]	0.085017	0.001420	0.000988	0.002969	0.001490	0.002046	0.001307	0.001141	0.002129	0.001497	0.010044	0.889950
