TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.040101	0.017951	0.010454	0.113530	0.012529	0.013873	0.021990	0.005927	0.020947	0.028879	0.053099	0.660719
A	0.004198	0.151977	0.003943	0.031118	0.014328	0.042702	0.014944	0.007456	0.056676	0.004806	0.020860	0.646993
person	0.004312	0.012969	0.331990	0.043924	0.025558	0.007378	0.101279	0.002568	0.003680	0.062187	0.003751	0.400405
is	0.013227	0.019201	0.016448	0.502766	0.042408	0.016078	0.028173	0.036693	0.048904	0.020590	0.012495	0.243017
training	0.002276	0.001904	0.001518	0.007480	0.891485	0.005375	0.015065	0.013621	0.009023	0.021537	0.000773	0.029943
his	0.008260	0.043778	0.004240	0.028390	0.055311	0.500538	0.020766	0.004448	0.087952	0.016395	0.011529	0.218394
horse	0.003492	0.006039	0.028541	0.015634	0.070907	0.010862	0.411394	0.010647	0.007559	0.052405	0.002939	0.379581
for	0.001170	0.002107	0.000568	0.024484	0.035409	0.004883	0.009032	0.847543	0.031392	0.004300	0.003867	0.035245
a	0.005355	0.028556	0.003555	0.078676	0.035688	0.076602	0.014725	0.048076	0.538700	0.028339	0.005490	0.136239
competition	0.001860	0.000855	0.021395	0.003766	0.022419	0.001853	0.085122	0.001696	0.002987	0.499653	0.000701	0.357694
.	0.019241	0.097520	0.018952	0.021055	0.028772	0.084817	0.033879	0.049057	0.041292	0.019568	0.133637	0.452209
[SEP]	0.057462	0.094478	0.059682	0.074827	0.065769	0.072656	0.085528	0.082426	0.078963	0.062735	0.095156	0.170319
