TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.018468	0.178112	0.014786	0.051874	0.007780	0.010892	0.003859	0.007935	0.012118	0.004099	0.010408	0.679670
A	0.028933	0.344544	0.043933	0.046225	0.020604	0.023187	0.004130	0.020389	0.025862	0.006388	0.079680	0.356127
person	0.012280	0.042084	0.012424	0.051049	0.009718	0.009661	0.010936	0.009392	0.008259	0.003847	0.018425	0.811924
is	0.083204	0.126024	0.045987	0.084752	0.016193	0.012365	0.003625	0.078122	0.028562	0.012963	0.068065	0.440137
training	0.035054	0.074307	0.096239	0.042572	0.052284	0.041156	0.060483	0.054777	0.044030	0.042248	0.052605	0.404243
his	0.095357	0.202101	0.072235	0.055377	0.050083	0.041245	0.019700	0.046840	0.059785	0.009718	0.074298	0.273262
horse	0.023151	0.046336	0.052886	0.016091	0.031930	0.025480	0.167963	0.025174	0.041265	0.030665	0.027304	0.511755
for	0.022165	0.023833	0.005877	0.045516	0.080403	0.037537	0.014775	0.205984	0.038508	0.017864	0.016425	0.491112
a	0.057505	0.118740	0.034938	0.054438	0.064101	0.083093	0.023410	0.044815	0.099268	0.055046	0.038894	0.325752
competition	0.018586	0.025913	0.028370	0.052584	0.132958	0.022803	0.084159	0.023101	0.042496	0.067401	0.020681	0.480947
.	0.047661	0.184264	0.043752	0.154532	0.024138	0.012152	0.020810	0.038049	0.047633	0.018300	0.049464	0.359247
[SEP]	0.011750	0.005357	0.002031	0.006724	0.006720	0.007235	0.009855	0.004116	0.004210	0.002461	0.006714	0.932829
