TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.375732	0.016861	0.033810	0.008477	0.020709	0.021070	0.035209	0.008957	0.011866	0.022042	0.033792	0.411475
A	0.017959	0.184559	0.061660	0.055790	0.017204	0.062046	0.007052	0.008265	0.014653	0.005034	0.207206	0.358573
person	0.018494	0.079556	0.178018	0.045367	0.013388	0.089153	0.101969	0.003974	0.007193	0.034050	0.088568	0.340268
is	0.028862	0.049960	0.036724	0.081300	0.032664	0.020540	0.013197	0.059049	0.019376	0.038585	0.239131	0.380613
training	0.025942	0.007611	0.014785	0.078985	0.053812	0.018707	0.088581	0.059376	0.023105	0.214405	0.089856	0.324836
his	0.012354	0.064719	0.077289	0.031599	0.066186	0.056741	0.087251	0.134174	0.153388	0.043316	0.087663	0.185322
horse	0.008500	0.011107	0.035404	0.017471	0.030884	0.016192	0.089633	0.078853	0.037832	0.049655	0.078075	0.546394
for	0.015733	0.003053	0.002977	0.038097	0.070367	0.043554	0.015994	0.306979	0.051494	0.037476	0.132017	0.282258
a	0.030588	0.030667	0.005814	0.028696	0.065556	0.142738	0.012060	0.042476	0.156080	0.052415	0.207501	0.225410
competition	0.018382	0.010157	0.020024	0.015142	0.050416	0.027044	0.160946	0.032157	0.045658	0.149673	0.085644	0.384755
.	0.019567	0.045692	0.026691	0.071971	0.051633	0.033123	0.057081	0.016294	0.013303	0.058220	0.090009	0.516416
[SEP]	0.016692	0.002306	0.002145	0.004633	0.003422	0.001541	0.003218	0.001241	0.000913	0.004329	0.026221	0.933338
