TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.037219	0.185593	0.072831	0.190047	0.024936	0.146342	0.052977	0.022824	0.051010	0.049947	0.061671	0.104604
A	0.003360	0.005446	0.001964	0.002541	0.000736	0.006651	0.009483	0.000434	0.001270	0.003840	0.003121	0.961154
person	0.015031	0.013870	0.027749	0.012919	0.010417	0.058882	0.073171	0.002961	0.008352	0.044289	0.011226	0.721131
is	0.009477	0.007541	0.006346	0.005018	0.003299	0.017385	0.022316	0.002144	0.001840	0.007577	0.005553	0.911505
training	0.002446	0.003546	0.006663	0.002076	0.003101	0.022555	0.019926	0.000570	0.001773	0.005346	0.004523	0.927473
his	0.005681	0.030066	0.108677	0.014980	0.010251	0.356104	0.061257	0.001627	0.007457	0.008796	0.007042	0.388063
horse	0.009931	0.006807	0.021886	0.011997	0.046910	0.023652	0.150757	0.012374	0.005615	0.030103	0.011454	0.668514
for	0.001171	0.001264	0.001882	0.001521	0.006937	0.008002	0.035794	0.001665	0.000869	0.004413	0.001565	0.934917
a	0.004053	0.005291	0.008761	0.003284	0.006150	0.027578	0.051731	0.001477	0.002665	0.016159	0.002835	0.870016
competition	0.006924	0.006859	0.022875	0.007664	0.020229	0.034311	0.091463	0.003204	0.005466	0.039495	0.006464	0.755046
.	0.004002	0.003651	0.005123	0.003134	0.003416	0.010266	0.021881	0.001379	0.001659	0.013412	0.005937	0.926140
[SEP]	0.067015	0.085162	0.081227	0.075108	0.080784	0.085782	0.093377	0.067986	0.080638	0.096408	0.069078	0.117434
