TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.163630	0.019345	0.043262	0.045525	0.028976	0.049609	0.032601	0.042481	0.022088	0.031620	0.134065	0.386797
A	0.013881	0.012073	0.255522	0.389768	0.024059	0.057462	0.015914	0.030387	0.003311	0.008965	0.081194	0.107463
person	0.021831	0.230083	0.070433	0.125608	0.076160	0.148617	0.048851	0.024611	0.038466	0.012094	0.092242	0.111005
is	0.031417	0.058489	0.057808	0.058665	0.157247	0.088852	0.014179	0.058549	0.018176	0.022528	0.204514	0.229575
training	0.072572	0.016809	0.020606	0.116466	0.004904	0.022618	0.034955	0.337996	0.017416	0.032898	0.137785	0.184975
his	0.061204	0.054756	0.055917	0.266684	0.066959	0.027043	0.033971	0.031969	0.084581	0.032425	0.151833	0.132657
horse	0.300517	0.020859	0.010527	0.011838	0.019294	0.051123	0.007365	0.050080	0.095302	0.029328	0.118866	0.284902
for	0.080484	0.007695	0.002955	0.014739	0.056041	0.010692	0.008134	0.024357	0.155771	0.122282	0.305990	0.210861
a	0.189046	0.002741	0.015280	0.007641	0.009089	0.007496	0.022239	0.032112	0.031743	0.120829	0.370443	0.191342
competition	0.158993	0.013612	0.001925	0.005148	0.026328	0.009460	0.017133	0.110814	0.141797	0.033843	0.277436	0.203510
.	0.119628	0.022122	0.016105	0.021854	0.023017	0.027475	0.040033	0.039703	0.089325	0.053623	0.201323	0.345792
[SEP]	0.313993	0.008934	0.002523	0.002791	0.004416	0.008985	0.002735	0.003301	0.009864	0.006405	0.036484	0.599568
