TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.207934	0.030423	0.032803	0.068978	0.055400	0.035442	0.038965	0.012780	0.012165	0.024179	0.069884	0.411048
A	0.153257	0.058894	0.036126	0.019629	0.026165	0.051126	0.008432	0.009048	0.007731	0.003408	0.144693	0.481491
person	0.118529	0.145272	0.033353	0.030840	0.090242	0.101333	0.084612	0.022295	0.008400	0.035215	0.094264	0.235645
is	0.224018	0.277203	0.075145	0.093710	0.008727	0.025753	0.012246	0.003397	0.003354	0.003275	0.150543	0.122628
training	0.102668	0.147029	0.167628	0.146867	0.009275	0.019921	0.048689	0.063182	0.024946	0.045260	0.089545	0.134991
his	0.101159	0.120740	0.237377	0.070442	0.027885	0.091729	0.021790	0.018449	0.020649	0.013701	0.166895	0.109185
horse	0.031388	0.050504	0.089852	0.044897	0.235561	0.040688	0.024571	0.084958	0.066867	0.061664	0.095124	0.173928
for	0.148704	0.053337	0.054162	0.118832	0.030604	0.052839	0.020146	0.116927	0.040097	0.066400	0.125654	0.172299
a	0.085172	0.047161	0.026193	0.015361	0.060125	0.075602	0.013737	0.104050	0.070886	0.022971	0.213178	0.265565
competition	0.107488	0.040813	0.027767	0.039595	0.107344	0.019423	0.029158	0.279829	0.178675	0.006800	0.066341	0.096767
.	0.139556	0.027708	0.013706	0.025688	0.012867	0.033594	0.022725	0.014013	0.013870	0.043551	0.168896	0.483826
[SEP]	0.018032	0.002267	0.002152	0.001983	0.005600	0.001963	0.006658	0.007346	0.002644	0.008094	0.015761	0.927500
