TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.011579	0.032665	0.031624	0.033293	0.023807	0.004171	0.024922	0.004527	0.018865	0.050183	0.026588	0.737774
A	0.003506	0.002251	0.000485	0.008550	0.000937	0.000676	0.001125	0.000682	0.000170	0.000628	0.008796	0.972193
person	0.000523	0.004212	0.000638	0.001706	0.001098	0.000251	0.001316	0.000291	0.000023	0.000071	0.001703	0.988167
is	0.009825	0.047394	0.002507	0.027165	0.001294	0.001569	0.000211	0.000250	0.000648	0.000292	0.040176	0.868669
training	0.007627	0.019627	0.006474	0.121618	0.004648	0.003234	0.002449	0.000697	0.000843	0.004686	0.015075	0.813022
his	0.001800	0.003862	0.001675	0.007965	0.009479	0.013207	0.009686	0.001984	0.000781	0.000561	0.001958	0.947041
horse	0.002148	0.000439	0.001127	0.004342	0.003274	0.001536	0.003326	0.000694	0.000165	0.000187	0.001483	0.981279
for	0.066671	0.003660	0.004519	0.051691	0.345421	0.055397	0.064607	0.196005	0.019034	0.002382	0.061563	0.129051
a	0.022132	0.001112	0.000670	0.040142	0.117563	0.007490	0.013501	0.312186	0.013151	0.004395	0.015531	0.452128
competition	0.003515	0.000163	0.000239	0.007731	0.023536	0.000594	0.010928	0.190386	0.004220	0.003128	0.003392	0.752167
.	0.004798	0.001433	0.001248	0.007016	0.004916	0.000985	0.013659	0.004013	0.002853	0.014722	0.008131	0.936227
[SEP]	0.004334	0.002333	0.001772	0.014349	0.003205	0.001385	0.001646	0.002969	0.002151	0.001708	0.002065	0.962082
