TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.528217	0.035326	0.028677	0.045383	0.039416	0.030628	0.031852	0.033572	0.041696	0.040402	0.072139	0.072691
A	0.755505	0.011366	0.009624	0.009957	0.032299	0.020540	0.018440	0.015339	0.016146	0.030645	0.037766	0.042373
person	0.461826	0.027927	0.001089	0.017137	0.022689	0.025338	0.019838	0.041873	0.023578	0.060201	0.090599	0.207906
is	0.581748	0.012733	0.007418	0.006954	0.009395	0.020855	0.032051	0.033005	0.019060	0.032690	0.095713	0.148378
training	0.678577	0.006750	0.008197	0.013565	0.000136	0.006751	0.005261	0.014620	0.018400	0.009080	0.071815	0.166847
his	0.579889	0.026727	0.034772	0.025891	0.017039	0.041375	0.019058	0.007787	0.032405	0.024973	0.043752	0.146332
horse	0.413754	0.025140	0.008971	0.040668	0.005560	0.019120	0.000883	0.016842	0.029081	0.024816	0.064010	0.351154
for	0.705694	0.020487	0.014533	0.021316	0.013955	0.025567	0.006835	0.016074	0.028783	0.027735	0.037469	0.081553
a	0.657485	0.017505	0.012099	0.013579	0.031027	0.035593	0.013880	0.019908	0.024230	0.032951	0.060416	0.081328
competition	0.614921	0.014497	0.016376	0.024314	0.029169	0.019691	0.015315	0.030345	0.031234	0.002188	0.053121	0.148829
.	0.614927	0.020344	0.021325	0.039719	0.047651	0.037287	0.020755	0.019745	0.030135	0.035020	0.048225	0.064868
[SEP]	0.459241	0.040415	0.031040	0.022955	0.055338	0.041839	0.059597	0.028431	0.054002	0.034536	0.079159	0.093446
