TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.000005	0.000090	0.000003	0.000300	0.000001	0.000010	0.000000	0.000174	0.000295	0.000003	0.000001	0.999120
A	0.213203	0.009047	0.121957	0.038990	0.150189	0.050855	0.031565	0.038858	0.019235	0.040965	0.230294	0.054841
person	0.025287	0.013000	0.101410	0.027899	0.158567	0.049108	0.123545	0.028591	0.015405	0.404412	0.026584	0.026191
is	0.078617	0.041813	0.175355	0.034438	0.047641	0.023557	0.021296	0.102646	0.044751	0.045337	0.373904	0.010646
training	0.052972	0.007748	0.217427	0.041838	0.078974	0.054635	0.391176	0.013063	0.007558	0.099546	0.014018	0.021045
his	0.068533	0.046413	0.160490	0.048639	0.105715	0.015645	0.053397	0.059493	0.039093	0.091937	0.293339	0.017305
horse	0.020156	0.003629	0.046713	0.008492	0.242012	0.048062	0.152139	0.007951	0.005264	0.457784	0.005502	0.002296
for	0.037882	0.070876	0.072597	0.090783	0.043744	0.024859	0.026258	0.057718	0.050440	0.063842	0.451391	0.009610
a	0.036031	0.022622	0.021923	0.052128	0.024406	0.013473	0.010694	0.041676	0.014043	0.021468	0.731198	0.010339
competition	0.005097	0.007597	0.075334	0.005627	0.674327	0.030964	0.109023	0.008156	0.004543	0.073290	0.003940	0.002102
.	0.027969	0.009980	0.012244	0.018761	0.008572	0.002798	0.003753	0.011625	0.005961	0.005072	0.892132	0.001132
[SEP]	0.175951	0.095669	0.042771	0.059079	0.019353	0.071632	0.009648	0.110950	0.279976	0.013964	0.071264	0.049742
