TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.498619	0.009208	0.017637	0.082377	0.022470	0.007229	0.020352	0.012835	0.005372	0.018542	0.205705	0.099656
A	0.000000	0.000001	0.999997	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001
person	0.000000	0.000000	0.000001	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
is	0.000000	0.000000	0.000001	0.000023	0.999965	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009
training	0.000003	0.000001	0.000000	0.000001	0.000009	0.999973	0.000000	0.000000	0.000000	0.000000	0.000000	0.000013
his	0.000000	0.000000	0.000035	0.000000	0.000000	0.000002	0.999960	0.000000	0.000000	0.000001	0.000000	0.000002
horse	0.000001	0.000000	0.000000	0.000054	0.000000	0.000000	0.000016	0.999743	0.000000	0.000000	0.000164	0.000021
for	0.000002	0.000000	0.000000	0.000000	0.000014	0.000010	0.000000	0.000028	0.999799	0.000010	0.000002	0.000134
a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000021	0.000000	0.000019	0.999955	0.000001	0.000003
competition	0.000011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.999976	0.000011
.	0.101372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000019	0.000012	0.000001	0.010324	0.888272
[SEP]	0.747944	0.000210	0.000669	0.017069	0.003464	0.003623	0.000181	0.013128	0.004986	0.013104	0.133726	0.061896
