TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.235047	0.058865	0.014769	0.014299	0.042888	0.066711	0.021265	0.153576	0.284692	0.011025	0.058418	0.038445
A	0.008361	0.006697	0.451154	0.117785	0.089400	0.051928	0.082677	0.036041	0.014939	0.051488	0.036729	0.052800
person	0.008568	0.064625	0.199395	0.047391	0.115596	0.066708	0.247179	0.028520	0.053495	0.101697	0.017248	0.049578
is	0.005663	0.018569	0.406380	0.036538	0.079211	0.075515	0.116830	0.033906	0.027315	0.085796	0.025260	0.089016
training	0.011872	0.016234	0.094078	0.051292	0.173619	0.066268	0.212151	0.018963	0.026807	0.268031	0.020374	0.040311
his	0.006597	0.018820	0.252608	0.050600	0.107688	0.036108	0.246995	0.035580	0.037154	0.081948	0.027056	0.098846
horse	0.065874	0.038031	0.064275	0.028469	0.344758	0.066701	0.107649	0.039223	0.065497	0.060376	0.055634	0.063511
for	0.003933	0.031002	0.165175	0.030831	0.109086	0.105348	0.164920	0.026915	0.054813	0.139942	0.025134	0.142900
a	0.003707	0.019008	0.208735	0.063858	0.041272	0.117815	0.085848	0.066670	0.046678	0.079531	0.056366	0.210511
competition	0.006489	0.009094	0.190801	0.060482	0.218472	0.055910	0.181043	0.018457	0.018041	0.149343	0.052023	0.039845
.	0.002637	0.023779	0.031721	0.020748	0.028499	0.181812	0.012220	0.139718	0.135781	0.029739	0.182507	0.210837
[SEP]	0.323124	0.023074	0.040334	0.026753	0.011453	0.082488	0.021218	0.103741	0.152886	0.015930	0.152650	0.046349
