TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.652309	0.010059	0.003316	0.016406	0.001609	0.005873	0.001290	0.006878	0.028737	0.003671	0.129454	0.140399
A	0.289383	0.026288	0.025751	0.098326	0.007818	0.048920	0.006604	0.026650	0.047558	0.013438	0.146022	0.263240
person	0.242228	0.069581	0.018526	0.129796	0.063613	0.046858	0.004217	0.081716	0.068346	0.096625	0.082194	0.096298
is	0.390606	0.030742	0.009036	0.020217	0.001387	0.026806	0.001849	0.124968	0.072875	0.010794	0.078820	0.231900
training	0.537035	0.009944	0.020524	0.015087	0.007055	0.018214	0.003057	0.140973	0.011609	0.117363	0.043251	0.075887
his	0.347328	0.046970	0.037189	0.126809	0.011092	0.021249	0.005324	0.027954	0.063831	0.011385	0.061277	0.239592
horse	0.211782	0.033306	0.141833	0.045261	0.169726	0.052891	0.008247	0.063080	0.035216	0.110781	0.070440	0.057437
for	0.568040	0.017996	0.009673	0.102619	0.006203	0.013749	0.004003	0.010299	0.032126	0.017381	0.044063	0.173849
a	0.420288	0.029766	0.011664	0.090090	0.004879	0.023132	0.003011	0.034662	0.054046	0.011996	0.117450	0.199015
competition	0.234886	0.052637	0.060419	0.031478	0.030235	0.048569	0.014325	0.209960	0.076811	0.071014	0.082606	0.087061
.	0.070971	0.030802	0.003513	0.207650	0.001278	0.018588	0.001780	0.013870	0.138760	0.003397	0.412765	0.096627
[SEP]	0.368840	0.009462	0.001448	0.022449	0.000419	0.003278	0.000473	0.007279	0.042436	0.001355	0.490651	0.051910
