TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.178187	0.036334	0.026610	0.140415	0.044344	0.016137	0.029356	0.015447	0.046685	0.048369	0.017215	0.400901
A	0.012794	0.072386	0.073337	0.130541	0.023396	0.068723	0.043412	0.028091	0.056835	0.080459	0.101767	0.308259
person	0.005101	0.037965	0.015458	0.044359	0.021231	0.044892	0.028601	0.008493	0.012992	0.023494	0.010756	0.746658
is	0.012621	0.085451	0.108386	0.069829	0.046857	0.016063	0.048687	0.075463	0.070957	0.082465	0.111756	0.271466
training	0.010521	0.026962	0.023724	0.044448	0.017806	0.013197	0.022415	0.038897	0.050608	0.060708	0.025371	0.665343
his	0.007489	0.092672	0.053621	0.110375	0.042353	0.025767	0.036971	0.079103	0.060904	0.050205	0.034969	0.405570
horse	0.005183	0.051591	0.045580	0.058810	0.013988	0.005259	0.037817	0.020184	0.020202	0.027600	0.018700	0.695085
for	0.008950	0.076849	0.027407	0.083854	0.042303	0.027434	0.020632	0.029531	0.035427	0.038781	0.021679	0.587154
a	0.008014	0.173524	0.084923	0.328419	0.094658	0.034663	0.034428	0.037409	0.035187	0.066968	0.015881	0.085925
competition	0.010085	0.092511	0.033487	0.070176	0.050558	0.028052	0.039808	0.016660	0.027937	0.033666	0.018682	0.578377
.	0.008263	0.219029	0.087623	0.316180	0.013656	0.022116	0.018172	0.014197	0.038528	0.040383	0.024611	0.197241
[SEP]	0.036524	0.020944	0.014611	0.034239	0.007786	0.013843	0.014750	0.006118	0.005176	0.007728	0.025844	0.812437
