TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.046479	0.145736	0.146494	0.043299	0.006411	0.007997	0.001275	0.003514	0.002184	0.001001	0.012468	0.583142
A	0.005887	0.095933	0.492986	0.212804	0.051960	0.007091	0.003294	0.001861	0.001030	0.001374	0.008622	0.117157
person	0.009996	0.016684	0.020019	0.068367	0.126700	0.021383	0.005110	0.002204	0.004060	0.001334	0.006819	0.717324
is	0.006006	0.011140	0.038338	0.038952	0.283996	0.191136	0.023564	0.030973	0.011736	0.005291	0.023916	0.334951
training	0.009401	0.002528	0.002536	0.007689	0.027671	0.041338	0.033936	0.205894	0.015075	0.011071	0.034537	0.608324
his	0.001928	0.002503	0.009148	0.009026	0.010593	0.005425	0.694409	0.014918	0.002647	0.022003	0.013016	0.214382
horse	0.004051	0.000521	0.000130	0.000672	0.006928	0.005513	0.004895	0.005304	0.009732	0.002411	0.004626	0.955216
for	0.002488	0.001644	0.002357	0.001964	0.006682	0.016441	0.032042	0.027176	0.081720	0.211245	0.081873	0.534368
a	0.005267	0.002067	0.003506	0.001287	0.001810	0.001759	0.019811	0.013595	0.009629	0.369713	0.110087	0.461470
competition	0.003473	0.000978	0.000520	0.000879	0.001911	0.001180	0.001844	0.006445	0.010970	0.016566	0.027034	0.928200
.	0.006292	0.076021	0.039469	0.028251	0.004986	0.002971	0.001023	0.002995	0.003789	0.006714	0.018554	0.808936
[SEP]	0.006632	0.002272	0.003310	0.004609	0.002985	0.003659	0.002804	0.009195	0.002821	0.003762	0.006507	0.951443
