TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.022255	0.182481	0.017311	0.085390	0.167314	0.050762	0.267591	0.034568	0.036559	0.091391	0.009755	0.034623
A	0.008677	0.023081	0.014772	0.056512	0.020133	0.009427	0.143341	0.009472	0.005264	0.011984	0.004952	0.692385
person	0.008574	0.014867	0.019152	0.036730	0.012899	0.010728	0.042211	0.034065	0.011052	0.016167	0.011087	0.782467
is	0.015862	0.027823	0.017907	0.087662	0.018395	0.018369	0.060251	0.015243	0.010359	0.019476	0.018943	0.689708
training	0.012064	0.007755	0.007599	0.031858	0.033087	0.017659	0.088310	0.152471	0.011492	0.015781	0.012415	0.609510
his	0.008596	0.006259	0.019606	0.017535	0.017225	0.018701	0.135063	0.010005	0.004568	0.022975	0.004978	0.734489
horse	0.016433	0.023634	0.018546	0.022980	0.063377	0.043752	0.117429	0.136871	0.032779	0.038354	0.025629	0.460215
for	0.003014	0.003010	0.006321	0.015115	0.001673	0.004640	0.007485	0.001790	0.009563	0.017362	0.009833	0.920195
a	0.007701	0.004386	0.007554	0.012478	0.005651	0.007392	0.038299	0.012027	0.008993	0.037179	0.007234	0.851107
competition	0.004881	0.001642	0.003361	0.003813	0.008700	0.003222	0.035637	0.028985	0.004129	0.023319	0.007902	0.874410
.	0.026029	0.032212	0.026032	0.054563	0.012955	0.028265	0.053533	0.007873	0.018228	0.027080	0.027046	0.686184
[SEP]	0.049239	0.054271	0.081090	0.059470	0.114258	0.069708	0.165777	0.070343	0.070900	0.138401	0.051989	0.074554
