TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.745379	0.006670	0.017764	0.014124	0.022818	0.013568	0.030834	0.018277	0.008544	0.013734	0.010865	0.097423
A	0.422964	0.221446	0.007915	0.010307	0.015648	0.012600	0.012999	0.069819	0.082067	0.045577	0.039256	0.059401
person	0.388813	0.012038	0.314615	0.019801	0.020165	0.038615	0.015619	0.051024	0.031276	0.052035	0.030574	0.025425
is	0.582372	0.094116	0.030563	0.031874	0.013388	0.022065	0.015613	0.045198	0.048524	0.023688	0.025144	0.067453
training	0.163121	0.011541	0.024161	0.010155	0.594179	0.034110	0.012624	0.027956	0.011899	0.034481	0.042501	0.033271
his	0.534315	0.041088	0.031251	0.044345	0.027981	0.117226	0.012081	0.027487	0.048769	0.013538	0.024297	0.077622
horse	0.506635	0.009101	0.013627	0.012690	0.025249	0.012969	0.362750	0.010417	0.009107	0.011014	0.016648	0.009794
for	0.636703	0.065122	0.033122	0.035139	0.040422	0.036668	0.012805	0.033989	0.042014	0.027831	0.019646	0.016540
a	0.550792	0.108435	0.073017	0.045943	0.040341	0.040234	0.016314	0.032494	0.030956	0.021884	0.021849	0.017740
competition	0.139810	0.049854	0.056003	0.025863	0.213762	0.033937	0.006163	0.030997	0.031036	0.386193	0.016561	0.009820
.	0.765700	0.048653	0.024214	0.033374	0.017770	0.024134	0.007506	0.022309	0.021132	0.012658	0.007825	0.014726
[SEP]	0.791336	0.028752	0.018444	0.051211	0.013104	0.037927	0.015445	0.006712	0.004689	0.008058	0.003984	0.020338
