TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.002601	0.194171	0.040920	0.133490	0.063204	0.038046	0.030680	0.067290	0.119451	0.072352	0.074256	0.163537
A	0.034546	0.034540	0.039933	0.009470	0.003599	0.003060	0.009035	0.001461	0.005566	0.007714	0.006853	0.844223
person	0.042208	0.034561	0.093190	0.012359	0.005585	0.006338	0.011441	0.002696	0.017135	0.008139	0.013514	0.752834
is	0.038423	0.005679	0.013889	0.322037	0.007855	0.009899	0.003417	0.004734	0.012250	0.002152	0.037673	0.541992
training	0.111255	0.001019	0.001689	0.004688	0.129668	0.010534	0.093301	0.002662	0.001897	0.017661	0.022001	0.603625
his	0.021052	0.004550	0.006093	0.001771	0.038896	0.021529	0.086341	0.000274	0.001029	0.005707	0.010786	0.801972
horse	0.007123	0.001474	0.000499	0.000267	0.007178	0.002800	0.353119	0.000076	0.000363	0.000436	0.004065	0.622600
for	0.037384	0.001341	0.001172	0.003993	0.006641	0.000195	0.000648	0.183661	0.026388	0.044498	0.005418	0.688661
a	0.059123	0.010591	0.005444	0.008133	0.007423	0.000611	0.000695	0.044325	0.134931	0.225461	0.005320	0.497943
competition	0.035584	0.002473	0.000774	0.000760	0.006131	0.000151	0.001882	0.008299	0.006909	0.127608	0.002158	0.807271
.	0.116631	0.021653	0.026015	0.010819	0.002321	0.003476	0.005674	0.003794	0.003035	0.003524	0.054092	0.748966
[SEP]	0.008004	0.001805	0.003050	0.003275	0.002159	0.001514	0.007269	0.000929	0.001715	0.003415	0.007458	0.959408
