TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.042790	0.040548	0.006824	0.006358	0.006120	0.001158	0.004083	0.002152	0.001209	0.000457	0.001514	0.886787
A	0.002829	0.033765	0.036264	0.367761	0.273853	0.016413	0.007310	0.007725	0.002369	0.000851	0.004856	0.246002
person	0.011908	0.029511	0.038741	0.211510	0.091829	0.039358	0.013094	0.015587	0.007118	0.003300	0.002741	0.535303
is	0.008608	0.019959	0.004749	0.066261	0.161685	0.015856	0.009525	0.017845	0.003225	0.001905	0.005906	0.684476
training	0.009913	0.011760	0.001733	0.020672	0.025982	0.026199	0.018923	0.155711	0.047376	0.005540	0.019254	0.656937
his	0.013367	0.017248	0.011204	0.026088	0.005280	0.027312	0.124750	0.049455	0.020020	0.003656	0.012268	0.689351
horse	0.009055	0.007728	0.001286	0.006554	0.004441	0.021411	0.009716	0.223946	0.060753	0.004431	0.037166	0.613513
for	0.003761	0.004193	0.000089	0.000614	0.001574	0.001066	0.000460	0.040702	0.019155	0.014336	0.017685	0.896365
a	0.004189	0.006524	0.000635	0.001954	0.002092	0.001713	0.001384	0.026332	0.010534	0.039719	0.075080	0.829843
competition	0.008754	0.008560	0.000643	0.001494	0.000703	0.002662	0.000710	0.015931	0.016837	0.013944	0.067879	0.861883
.	0.055602	0.223468	0.026841	0.026581	0.012050	0.003104	0.001153	0.002906	0.003531	0.002017	0.018948	0.623800
[SEP]	0.105277	0.015883	0.004033	0.008759	0.005277	0.004124	0.003772	0.010675	0.019870	0.011418	0.006965	0.803946
