TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.852713	0.012925	0.012451	0.013801	0.022117	0.014462	0.009655	0.010622	0.012187	0.009135	0.012729	0.017202
A	0.001486	0.014119	0.913955	0.029980	0.018445	0.004796	0.010730	0.001204	0.000377	0.001104	0.000959	0.002845
person	0.056987	0.103544	0.088118	0.478392	0.106025	0.087166	0.028208	0.020862	0.012102	0.004517	0.007306	0.006773
is	0.004883	0.054408	0.203351	0.112350	0.366310	0.139002	0.034610	0.037096	0.025171	0.010625	0.002722	0.009474
training	0.111433	0.017686	0.105221	0.072875	0.030740	0.481733	0.120230	0.032906	0.010882	0.011737	0.004153	0.000403
his	0.006336	0.002830	0.076123	0.029861	0.169499	0.027789	0.566352	0.051184	0.017796	0.018763	0.016543	0.016924
horse	0.077086	0.001834	0.021358	0.023999	0.232867	0.227175	0.048453	0.185965	0.057578	0.102152	0.009348	0.012186
for	0.007385	0.001153	0.005569	0.013628	0.043747	0.035937	0.085960	0.041950	0.480373	0.074100	0.118647	0.091551
a	0.002059	0.000452	0.029444	0.000755	0.005296	0.008151	0.086738	0.079221	0.037229	0.362633	0.209985	0.178037
competition	0.031972	0.001422	0.007044	0.002171	0.007301	0.015735	0.108971	0.059203	0.175395	0.041095	0.357905	0.191786
.	0.000181	0.000070	0.000288	0.000124	0.000191	0.000148	0.000716	0.002586	0.008511	0.011254	0.013175	0.962756
[SEP]	0.348187	0.000201	0.000216	0.000383	0.000055	0.000549	0.000174	0.001357	0.012354	0.014240	0.201845	0.420439
