TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.026838	0.262825	0.035157	0.168840	0.047232	0.020767	0.048719	0.018462	0.038673	0.033996	0.219157	0.079334
A	0.170937	0.100555	0.093639	0.023929	0.001912	0.022973	0.006539	0.008646	0.026572	0.071888	0.071512	0.400899
person	0.090784	0.031336	0.029073	0.043101	0.015324	0.022260	0.002569	0.015592	0.048723	0.155516	0.049949	0.495772
is	0.211159	0.131053	0.117880	0.067423	0.009248	0.109725	0.008346	0.001863	0.006233	0.008642	0.047352	0.281074
training	0.034988	0.008110	0.019988	0.006188	0.025747	0.165340	0.538731	0.006138	0.006044	0.023916	0.021364	0.143446
his	0.040755	0.042451	0.341178	0.015133	0.003439	0.022480	0.005551	0.002577	0.004338	0.026524	0.018513	0.477059
horse	0.032790	0.022653	0.012012	0.008595	0.022197	0.038476	0.410984	0.011712	0.007966	0.006335	0.023490	0.402791
for	0.038850	0.019476	0.007983	0.007551	0.088071	0.024208	0.357931	0.021091	0.050828	0.072375	0.014256	0.297380
a	0.093800	0.067485	0.044868	0.026615	0.034367	0.034945	0.010967	0.026882	0.186331	0.340509	0.027743	0.105486
competition	0.075003	0.023146	0.018642	0.014478	0.053115	0.044730	0.138119	0.023709	0.067380	0.213749	0.023732	0.304198
.	0.443792	0.080405	0.033363	0.031096	0.003627	0.009458	0.002451	0.020780	0.033555	0.020625	0.019245	0.301604
[SEP]	0.044355	0.016342	0.005821	0.017821	0.006746	0.010408	0.011188	0.019641	0.012811	0.004437	0.029089	0.821343
