TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.298412	0.035928	0.021144	0.047233	0.036913	0.042431	0.058414	0.042123	0.045763	0.087019	0.126190	0.158429
A	0.115526	0.172952	0.024752	0.088338	0.024733	0.146429	0.071386	0.037549	0.111131	0.068381	0.084683	0.054141
person	0.119565	0.072254	0.267940	0.054903	0.008125	0.176300	0.013319	0.047343	0.040582	0.008869	0.073050	0.117750
is	0.111485	0.032454	0.022136	0.317069	0.033466	0.064732	0.057499	0.054432	0.029230	0.097621	0.094141	0.085736
training	0.122748	0.055122	0.011256	0.024643	0.325343	0.084787	0.011963	0.075998	0.047869	0.048595	0.073095	0.118580
his	0.120837	0.063056	0.037061	0.033897	0.019367	0.302099	0.012318	0.052315	0.051187	0.021099	0.131606	0.155159
horse	0.128009	0.022514	0.012922	0.028369	0.013444	0.055607	0.249148	0.039255	0.037903	0.047797	0.166108	0.198922
for	0.103291	0.045167	0.011313	0.047691	0.054083	0.095998	0.012301	0.311868	0.049866	0.049329	0.099066	0.120027
a	0.110165	0.130593	0.015888	0.088383	0.044423	0.088210	0.030913	0.063437	0.165249	0.073649	0.099974	0.089116
competition	0.108222	0.026069	0.003855	0.021358	0.061944	0.030504	0.016641	0.048665	0.017764	0.429975	0.118401	0.116602
.	0.172773	0.065482	0.029484	0.072517	0.028507	0.077427	0.042181	0.057898	0.043935	0.046869	0.171926	0.191001
[SEP]	0.387541	0.016470	0.020531	0.031728	0.023284	0.024325	0.030775	0.024829	0.018426	0.021627	0.063756	0.336708
