TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.126646	0.083084	0.144599	0.077652	0.057415	0.075673	0.141992	0.039890	0.049780	0.096250	0.036950	0.070068
A	0.043427	0.087237	0.156013	0.178325	0.051020	0.089558	0.062951	0.063389	0.064422	0.046408	0.092962	0.064287
person	0.040302	0.061787	0.056725	0.056725	0.204878	0.136783	0.101877	0.060616	0.054368	0.125333	0.055395	0.045210
is	0.027692	0.058448	0.154510	0.211480	0.156542	0.072235	0.059308	0.032803	0.036360	0.111516	0.053008	0.026097
training	0.035366	0.034763	0.359711	0.082848	0.002056	0.060378	0.083308	0.079460	0.069098	0.060953	0.077683	0.054377
his	0.057473	0.058274	0.140073	0.296965	0.050189	0.017140	0.064390	0.054297	0.032366	0.145571	0.052739	0.030523
horse	0.107819	0.076575	0.233397	0.089262	0.056632	0.048465	0.005095	0.104982	0.078750	0.054367	0.053431	0.091227
for	0.050632	0.092780	0.126758	0.145008	0.059590	0.046118	0.062850	0.085978	0.086087	0.099807	0.074277	0.070116
a	0.029147	0.103272	0.121114	0.167826	0.054360	0.080237	0.030219	0.063922	0.103573	0.080743	0.093337	0.072250
competition	0.026742	0.037344	0.273757	0.076878	0.026248	0.167689	0.024782	0.070434	0.059260	0.002443	0.111137	0.123285
.	0.011714	0.085175	0.179963	0.205253	0.037298	0.038756	0.092274	0.039708	0.049419	0.115966	0.118003	0.026471
[SEP]	0.007084	0.173443	0.108143	0.078342	0.040594	0.036140	0.101863	0.057275	0.164054	0.122439	0.104533	0.006091
