TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.208324	0.024161	0.021371	0.050036	0.040428	0.038508	0.035958	0.025011	0.033031	0.052333	0.039654	0.431184
A	0.066450	0.067387	0.027702	0.083862	0.063546	0.117016	0.113171	0.053393	0.049341	0.152595	0.043487	0.162051
person	0.091524	0.068928	0.003888	0.092550	0.077562	0.211025	0.080217	0.072427	0.070593	0.055649	0.034145	0.141493
is	0.042960	0.034240	0.011668	0.075465	0.091120	0.062099	0.043028	0.120737	0.027928	0.212653	0.097671	0.180431
training	0.122193	0.036583	0.058977	0.136965	0.002380	0.025152	0.017313	0.065845	0.068096	0.212347	0.095782	0.158366
his	0.101581	0.286318	0.040966	0.048645	0.017639	0.031135	0.049198	0.021445	0.102543	0.018064	0.132073	0.150394
horse	0.267100	0.047370	0.097606	0.141679	0.034932	0.029816	0.028260	0.042477	0.038232	0.055341	0.093554	0.123633
for	0.091631	0.047620	0.035066	0.099061	0.064472	0.021040	0.029714	0.051903	0.069646	0.216032	0.056459	0.217357
a	0.078012	0.073848	0.026865	0.053335	0.067380	0.094299	0.096762	0.111993	0.114813	0.056278	0.098251	0.128163
competition	0.110693	0.033202	0.141764	0.152572	0.030333	0.079988	0.072131	0.086155	0.097469	0.009038	0.104024	0.082632
.	0.084772	0.083590	0.029885	0.101664	0.055330	0.067676	0.035501	0.074360	0.085708	0.052431	0.086161	0.242922
[SEP]	0.565708	0.010154	0.003520	0.002867	0.006969	0.004170	0.001955	0.004145	0.008238	0.003018	0.010720	0.378537
