TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.004930	0.085327	0.182678	0.122131	0.078262	0.108457	0.188272	0.035853	0.035308	0.120666	0.032456	0.005658
A	0.159840	0.099532	0.030553	0.064768	0.005927	0.158911	0.007979	0.056660	0.050801	0.012776	0.143234	0.209020
person	0.112398	0.041280	0.004205	0.009705	0.002728	0.017174	0.002606	0.018098	0.011691	0.003329	0.067045	0.709741
is	0.144815	0.222422	0.110191	0.031654	0.012907	0.047816	0.017120	0.062462	0.010914	0.012360	0.131077	0.196261
training	0.094498	0.090684	0.044454	0.027776	0.028337	0.051998	0.014370	0.021201	0.027464	0.044312	0.099018	0.455887
his	0.048274	0.382338	0.206440	0.063018	0.009891	0.035161	0.009907	0.025854	0.041560	0.005812	0.041576	0.130168
horse	0.065526	0.023943	0.008507	0.006920	0.008389	0.025457	0.007584	0.004392	0.012120	0.006721	0.042264	0.788176
for	0.104935	0.087642	0.037955	0.050297	0.034349	0.093902	0.005038	0.155062	0.009802	0.002118	0.073759	0.345141
a	0.178270	0.190703	0.059780	0.059831	0.014417	0.100813	0.009685	0.048481	0.056929	0.007923	0.091049	0.182119
competition	0.067373	0.074959	0.016115	0.010419	0.006279	0.017841	0.005245	0.010130	0.022034	0.004088	0.069448	0.696069
.	0.081795	0.220048	0.066403	0.093182	0.030141	0.116384	0.021447	0.075134	0.055955	0.023909	0.108052	0.107550
[SEP]	0.017244	0.001942	0.001331	0.001465	0.002913	0.004763	0.001504	0.003487	0.005936	0.001259	0.002894	0.955262
