TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.167472	0.057368	0.040837	0.083446	0.033878	0.127725	0.047770	0.054142	0.094837	0.063700	0.066465	0.162362
A	0.021158	0.030469	0.016299	0.021365	0.049491	0.050327	0.029819	0.015967	0.021749	0.020263	0.026343	0.696751
person	0.014610	0.022652	0.042437	0.017262	0.033757	0.049452	0.046197	0.024230	0.026565	0.030054	0.022487	0.670299
is	0.015468	0.019590	0.010988	0.015410	0.039770	0.046513	0.045364	0.016858	0.021740	0.022732	0.020550	0.725018
training	0.006590	0.010391	0.002341	0.012354	0.076949	0.012224	0.044485	0.005924	0.014533	0.018525	0.009873	0.785811
his	0.007522	0.011775	0.004190	0.010974	0.030759	0.031489	0.020267	0.011893	0.016329	0.019764	0.008603	0.826436
horse	0.012197	0.020346	0.007255	0.014250	0.012417	0.014921	0.069289	0.005079	0.014646	0.009760	0.010785	0.809054
for	0.004665	0.009371	0.002925	0.003780	0.005955	0.006565	0.011860	0.003062	0.007894	0.009416	0.007714	0.926794
a	0.011659	0.011644	0.004751	0.008967	0.019383	0.028368	0.012641	0.005599	0.023078	0.031951	0.009981	0.831978
competition	0.005913	0.009020	0.010572	0.006252	0.019295	0.009552	0.035056	0.003567	0.010182	0.042458	0.008379	0.839753
.	0.030398	0.024191	0.017752	0.015772	0.015901	0.026060	0.024791	0.011442	0.014609	0.031499	0.040977	0.746607
[SEP]	0.088149	0.066896	0.107470	0.084788	0.074119	0.111095	0.080693	0.071840	0.074925	0.091707	0.084800	0.063517
