TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.044715	0.001832	0.002010	0.001540	0.000278	0.000223	0.004717	0.014168	0.003621	0.007094	0.106070	0.813732
A	0.032955	0.018514	0.011032	0.015447	0.004188	0.000749	0.006964	0.002142	0.001217	0.004678	0.162148	0.739965
person	0.014985	0.403577	0.049518	0.044406	0.008030	0.013104	0.007147	0.001219	0.002849	0.004577	0.029913	0.420676
is	0.035473	0.093670	0.057668	0.064300	0.018500	0.003498	0.005988	0.001288	0.001478	0.003164	0.078260	0.636712
training	0.031256	0.041044	0.016971	0.380881	0.036574	0.004258	0.004153	0.005002	0.002885	0.003845	0.026303	0.446828
his	0.017435	0.009947	0.014135	0.126723	0.046807	0.004264	0.006339	0.000916	0.000765	0.001552	0.015489	0.755628
horse	0.003642	0.109834	0.003816	0.045372	0.236216	0.140611	0.010359	0.004342	0.007958	0.002561	0.003098	0.432191
for	0.016249	0.054092	0.014766	0.203156	0.225345	0.048271	0.017917	0.160746	0.045775	0.012695	0.027019	0.173970
a	0.008361	0.002529	0.002658	0.081069	0.010454	0.001620	0.003881	0.703716	0.021105	0.005719	0.026639	0.132251
competition	0.001852	0.001170	0.000658	0.008398	0.004969	0.002446	0.001714	0.796626	0.141544	0.006714	0.005298	0.028612
.	0.014304	0.005039	0.005718	0.023615	0.008254	0.001920	0.005011	0.024239	0.024769	0.027507	0.218356	0.641268
[SEP]	0.020974	0.008989	0.010153	0.012475	0.006876	0.005216	0.007592	0.011519	0.022111	0.010372	0.026899	0.856824
