TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.025958	0.021385	0.018349	0.005066	0.009180	0.009378	0.008805	0.012080	0.007376	0.006516	0.025179	0.850730
A	0.006222	0.027221	0.721565	0.020010	0.005733	0.006338	0.007003	0.001447	0.001527	0.003865	0.007967	0.191104
person	0.024847	0.041067	0.032401	0.009040	0.038342	0.023419	0.005183	0.001795	0.001639	0.002824	0.008018	0.811424
is	0.009066	0.006073	0.012551	0.015739	0.053318	0.094046	0.060993	0.168338	0.008980	0.004163	0.013301	0.553433
training	0.014139	0.000477	0.002734	0.014525	0.010396	0.027759	0.183824	0.625058	0.005372	0.003220	0.003256	0.109240
his	0.053190	0.006042	0.023714	0.032764	0.007420	0.137631	0.338725	0.023660	0.032470	0.028639	0.023738	0.292009
horse	0.045675	0.008104	0.000923	0.002919	0.050943	0.049007	0.009474	0.021516	0.031716	0.020756	0.032966	0.726002
for	0.002759	0.000298	0.002856	0.000944	0.001117	0.002504	0.031101	0.000812	0.053791	0.776134	0.024502	0.103180
a	0.009516	0.001902	0.006662	0.000219	0.001615	0.001693	0.008205	0.005194	0.049542	0.680837	0.038403	0.196210
competition	0.031065	0.020950	0.002410	0.001544	0.006056	0.011504	0.007418	0.013006	0.147487	0.028100	0.065108	0.665352
.	0.008899	0.037339	0.014618	0.002687	0.002966	0.002720	0.007412	0.003181	0.009722	0.013395	0.075009	0.822052
[SEP]	0.007624	0.005518	0.001732	0.002463	0.001497	0.002455	0.001800	0.020621	0.002934	0.002470	0.032598	0.918289
