TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.047124	0.036733	0.015417	0.066111	0.047366	0.012747	0.340891	0.041120	0.050629	0.160914	0.045060	0.135889
A	0.005228	0.047065	0.024032	0.047404	0.038815	0.083384	0.129869	0.017634	0.031190	0.258642	0.089018	0.227717
person	0.009907	0.024600	0.020138	0.039012	0.047460	0.041624	0.076347	0.018731	0.025734	0.331495	0.053688	0.311262
is	0.005668	0.050745	0.024282	0.050929	0.064337	0.071363	0.172792	0.017947	0.039807	0.193855	0.063164	0.245111
training	0.025521	0.041349	0.049003	0.050077	0.031261	0.031073	0.044095	0.009009	0.012931	0.052091	0.055809	0.597780
his	0.004962	0.069207	0.027998	0.103639	0.035089	0.036118	0.025935	0.007825	0.025417	0.113353	0.079432	0.471025
horse	0.012584	0.058584	0.055553	0.172785	0.010791	0.017264	0.002473	0.007405	0.014556	0.018821	0.110784	0.518400
for	0.024704	0.072286	0.044933	0.079503	0.031680	0.030812	0.032519	0.007380	0.012634	0.028447	0.129172	0.505929
a	0.025795	0.069533	0.095665	0.100819	0.058011	0.085738	0.086730	0.015338	0.019379	0.110874	0.091433	0.240684
competition	0.041805	0.028026	0.053897	0.133764	0.032249	0.014638	0.027728	0.017137	0.011125	0.019086	0.063177	0.557368
.	0.003427	0.053578	0.017406	0.056794	0.065857	0.026976	0.198618	0.010316	0.014657	0.185511	0.092838	0.274023
[SEP]	0.018522	0.015537	0.014827	0.021040	0.022865	0.012909	0.076191	0.014020	0.014055	0.032870	0.008410	0.748755
