TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.749632	0.034811	0.029443	0.038570	0.022507	0.022784	0.019161	0.023557	0.007128	0.011348	0.033161	0.007897
A	0.004488	0.000472	0.994787	0.000094	0.000026	0.000002	0.000128	0.000001	0.000000	0.000000	0.000001	0.000001
person	0.005193	0.000065	0.000742	0.993305	0.000464	0.000005	0.000017	0.000198	0.000000	0.000000	0.000005	0.000007
is	0.000855	0.000034	0.000003	0.000209	0.998766	0.000094	0.000005	0.000007	0.000026	0.000000	0.000000	0.000000
training	0.005224	0.002286	0.000943	0.000054	0.003382	0.986073	0.001061	0.000079	0.000046	0.000852	0.000001	0.000000
his	0.001402	0.000013	0.001241	0.000009	0.000079	0.001017	0.996029	0.000155	0.000002	0.000026	0.000027	0.000000
horse	0.094206	0.000000	0.000241	0.001797	0.000733	0.000087	0.005523	0.895105	0.000232	0.000128	0.000222	0.001726
for	0.000859	0.000000	0.000000	0.000002	0.002229	0.000061	0.000179	0.000748	0.995329	0.000511	0.000002	0.000080
a	0.002321	0.000000	0.000001	0.000000	0.000012	0.000096	0.000254	0.000062	0.000616	0.996585	0.000026	0.000026
competition	0.017521	0.000019	0.000559	0.000001	0.000000	0.000043	0.005507	0.001897	0.000293	0.013098	0.955707	0.005354
.	0.007620	0.000000	0.000003	0.000001	0.000004	0.000000	0.000036	0.000862	0.000050	0.000047	0.000415	0.990962
[SEP]	0.999830	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000003	0.000011	0.000026	0.000009	0.000120
