TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.012589	0.000863	0.000646	0.011083	0.000349	0.000414	0.000802	0.002055	0.001649	0.002227	0.046920	0.920403
A	0.002361	0.145231	0.020781	0.109720	0.001061	0.009236	0.000114	0.003626	0.003483	0.000953	0.054000	0.649436
person	0.005644	0.141532	0.016902	0.014846	0.002019	0.006299	0.000454	0.000269	0.000303	0.000484	0.012973	0.798276
is	0.015670	0.042045	0.005886	0.038549	0.004028	0.008007	0.000192	0.003146	0.005165	0.000373	0.026668	0.850270
training	0.003076	0.006233	0.001471	0.058180	0.007141	0.096374	0.001151	0.025680	0.014450	0.001781	0.015238	0.769224
his	0.002223	0.022041	0.010128	0.016177	0.001570	0.057153	0.003718	0.002143	0.009422	0.004665	0.031070	0.839690
horse	0.005275	0.037673	0.008890	0.005046	0.008719	0.046865	0.012707	0.012362	0.012061	0.002518	0.011140	0.836743
for	0.002061	0.001521	0.000443	0.006246	0.068701	0.073389	0.000835	0.034958	0.014020	0.004735	0.010979	0.782112
a	0.003633	0.010618	0.002851	0.005698	0.006526	0.008395	0.002050	0.018208	0.087959	0.017844	0.060279	0.775940
competition	0.009184	0.006825	0.001824	0.001836	0.002184	0.004881	0.008033	0.033495	0.314504	0.011989	0.026929	0.578317
.	0.019613	0.011503	0.002918	0.025377	0.003380	0.002498	0.001134	0.009933	0.019906	0.016919	0.084732	0.802087
[SEP]	0.033025	0.016337	0.009511	0.015807	0.010526	0.009161	0.006339	0.003855	0.010870	0.011336	0.034311	0.838920
