TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.012549	0.208381	0.056328	0.017169	0.017227	0.005394	0.005285	0.003721	0.005385	0.004271	0.034827	0.629463
A	0.000977	0.021207	0.424298	0.009807	0.002202	0.002064	0.000629	0.000018	0.000241	0.002687	0.000772	0.535099
person	0.002344	0.010449	0.010253	0.013597	0.003194	0.003380	0.002104	0.000021	0.000283	0.000734	0.000793	0.952848
is	0.002598	0.007059	0.041556	0.043261	0.055509	0.031543	0.028747	0.000964	0.001047	0.002338	0.001246	0.784134
training	0.002095	0.001748	0.001452	0.008092	0.011977	0.063456	0.114633	0.004092	0.003914	0.001967	0.002371	0.784203
his	0.000912	0.001511	0.002389	0.003288	0.010496	0.017948	0.721993	0.003134	0.001146	0.003670	0.000627	0.232885
horse	0.002724	0.000404	0.000534	0.001013	0.002225	0.003495	0.002994	0.004620	0.001562	0.003276	0.002518	0.974635
for	0.001853	0.001496	0.002538	0.000219	0.000296	0.021325	0.005166	0.016946	0.280632	0.101945	0.014970	0.552614
a	0.001650	0.000514	0.003824	0.000275	0.000853	0.007720	0.012531	0.006171	0.054692	0.379595	0.024515	0.507660
competition	0.008459	0.000864	0.001098	0.000302	0.000633	0.002204	0.001104	0.001697	0.006713	0.009403	0.083237	0.884285
.	0.003247	0.034456	0.007288	0.001859	0.001956	0.000883	0.001102	0.000387	0.004251	0.012164	0.033546	0.898862
[SEP]	0.015188	0.005313	0.005916	0.008828	0.004572	0.006937	0.005197	0.002996	0.004287	0.004801	0.013913	0.922052
