TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.044842	0.035991	0.012852	0.035964	0.007497	0.006832	0.073306	0.004950	0.028018	0.020674	0.029067	0.700009
A	0.004823	0.008945	0.002628	0.007807	0.001267	0.002224	0.005418	0.000682	0.003582	0.001614	0.004692	0.956317
person	0.012809	0.040349	0.011634	0.031049	0.003527	0.006035	0.011100	0.003175	0.013279	0.003544	0.014660	0.848841
is	0.003703	0.004483	0.003633	0.005880	0.003921	0.002800	0.012668	0.001427	0.002305	0.003126	0.005710	0.950343
training	0.005953	0.009195	0.004425	0.008368	0.005485	0.005527	0.022611	0.002226	0.004641	0.007043	0.008010	0.916514
his	0.004691	0.009751	0.004343	0.005800	0.003209	0.003350	0.010233	0.002917	0.003898	0.004376	0.006468	0.940962
horse	0.014721	0.018966	0.007445	0.014123	0.008287	0.010699	0.028218	0.006892	0.009226	0.010139	0.027902	0.843383
for	0.014616	0.022738	0.017734	0.015232	0.005616	0.017839	0.009615	0.004146	0.021163	0.005715	0.021060	0.844525
a	0.004931	0.009326	0.005733	0.007731	0.002544	0.003244	0.005548	0.001857	0.004829	0.002633	0.008107	0.943519
competition	0.015934	0.026422	0.009184	0.013118	0.007009	0.007840	0.021168	0.004518	0.010966	0.010089	0.018061	0.855692
.	0.018980	0.057109	0.010704	0.011268	0.004998	0.008095	0.018512	0.003308	0.007739	0.006739	0.019616	0.832931
[SEP]	0.108516	0.101664	0.074205	0.087789	0.061492	0.080356	0.075662	0.066888	0.086545	0.059348	0.091340	0.106195
