TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.629819	0.011611	0.022893	0.010319	0.008355	0.003689	0.013156	0.002759	0.004752	0.023425	0.013569	0.255655
A	0.325931	0.046548	0.087805	0.131332	0.033429	0.011308	0.025948	0.014500	0.015403	0.031092	0.058541	0.218162
person	0.205583	0.138686	0.045571	0.162816	0.104995	0.013321	0.021588	0.011860	0.020856	0.067705	0.070688	0.136332
is	0.209036	0.075406	0.108596	0.094259	0.015914	0.005710	0.005615	0.006835	0.015291	0.031874	0.203288	0.228176
training	0.326633	0.084891	0.083477	0.071369	0.017024	0.009957	0.012975	0.020651	0.040669	0.073309	0.041995	0.217050
his	0.190508	0.074437	0.168126	0.309605	0.031036	0.006064	0.019040	0.008297	0.013623	0.049031	0.036031	0.094200
horse	0.314400	0.053461	0.060710	0.113425	0.041838	0.021183	0.033087	0.021057	0.019225	0.131585	0.040811	0.149217
for	0.336719	0.038236	0.034237	0.060726	0.027027	0.010698	0.010309	0.015295	0.039555	0.029798	0.074649	0.322751
a	0.297305	0.040371	0.064456	0.133948	0.028037	0.018141	0.023334	0.029654	0.021283	0.030390	0.083356	0.229726
competition	0.363759	0.040353	0.035083	0.144758	0.085839	0.016958	0.024303	0.007753	0.020222	0.029725	0.032092	0.199153
.	0.280097	0.034785	0.023054	0.010498	0.015461	0.012823	0.015593	0.037446	0.023705	0.022000	0.154564	0.369975
[SEP]	0.338219	0.008118	0.002418	0.001739	0.002015	0.010617	0.001751	0.030564	0.018905	0.002448	0.113036	0.470171
