TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.014130	0.020032	0.006391	0.009382	0.005790	0.010223	0.012204	0.006782	0.005895	0.057236	0.026282	0.825654
A	0.018291	0.038189	0.003882	0.016248	0.000248	0.018667	0.000363	0.000593	0.000878	0.000256	0.094133	0.808252
person	0.024177	0.312394	0.017086	0.019320	0.001191	0.140057	0.000919	0.000402	0.001266	0.000445	0.008500	0.474243
is	0.018660	0.201733	0.021491	0.064723	0.013411	0.001840	0.001173	0.001490	0.000485	0.000334	0.007641	0.667020
training	0.021712	0.004258	0.017264	0.021103	0.017408	0.001053	0.002128	0.000347	0.000137	0.001039	0.007223	0.906329
his	0.028436	0.033249	0.046193	0.274563	0.020246	0.022267	0.002064	0.000547	0.000784	0.000091	0.021611	0.549949
horse	0.005987	0.000762	0.004704	0.003550	0.006808	0.010095	0.001461	0.002816	0.000306	0.000314	0.002058	0.961141
for	0.000093	0.000022	0.000070	0.001247	0.982366	0.003279	0.000759	0.001370	0.000055	0.000845	0.000112	0.009782
a	0.006327	0.004769	0.004559	0.011218	0.014566	0.159076	0.017877	0.043473	0.013950	0.007973	0.015819	0.700394
competition	0.017953	0.000900	0.000299	0.002218	0.004478	0.051870	0.006276	0.143693	0.037367	0.002219	0.024673	0.708055
.	0.021292	0.004313	0.002861	0.002899	0.000576	0.007719	0.007390	0.006320	0.035907	0.089420	0.082984	0.738320
[SEP]	0.019175	0.004720	0.002215	0.004359	0.004136	0.006341	0.001277	0.002984	0.002940	0.002237	0.033524	0.916091
