TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.013297	0.013008	0.008935	0.004418	0.005196	0.003277	0.003860	0.003857	0.002698	0.006757	0.044570	0.890127
A	0.248126	0.041024	0.038535	0.011522	0.001952	0.001535	0.001176	0.001562	0.000360	0.001275	0.047440	0.605494
person	0.097091	0.338793	0.019436	0.013101	0.015650	0.011830	0.000391	0.000940	0.000407	0.000483	0.011620	0.490258
is	0.102196	0.371640	0.234676	0.032503	0.061224	0.020086	0.002288	0.000414	0.000165	0.000666	0.009331	0.164813
training	0.025170	0.023201	0.360493	0.279318	0.016142	0.008473	0.006001	0.001229	0.000260	0.000793	0.004262	0.274658
his	0.012413	0.022412	0.129366	0.538605	0.156917	0.018703	0.011614	0.003299	0.001233	0.000732	0.001058	0.103648
horse	0.003058	0.011058	0.014729	0.042728	0.435591	0.263185	0.011867	0.019917	0.002798	0.003284	0.001041	0.190742
for	0.005017	0.009186	0.033848	0.077101	0.506528	0.211620	0.069044	0.031677	0.010259	0.004603	0.001149	0.039966
a	0.002325	0.001068	0.021184	0.025940	0.016746	0.047106	0.293003	0.468284	0.014250	0.020187	0.009686	0.080219
competition	0.001360	0.001623	0.001464	0.006148	0.016045	0.013768	0.038811	0.608191	0.165699	0.012191	0.010030	0.124671
.	0.010476	0.005352	0.005142	0.010848	0.044914	0.042792	0.045668	0.285553	0.122855	0.134819	0.052396	0.239185
[SEP]	0.023847	0.008323	0.006845	0.007585	0.011794	0.010827	0.004536	0.012607	0.006353	0.006845	0.039662	0.860775
